Municipality,numbered,TOWN CODE,RESIDENTIAL,COMMERCIAL,INDUSTRIAL,PUBLIC UTILITY,APARTMENT,TOTAL_REAL,MOTOR,PERSONAL,GROSS,OTHER
"NEW FAIRFIELD",9.2000000000000000e+01,9.1000000000000000e+01,1.6533997600000000e+09,3.1879000000000000e+07,2.1599000000000000e+06,4.6828000000000000e+06,0.0000000000000000e+00,1.6924443600000000e+09,1.0765024800000000e+08,1.8073875000000000e+07,1.8181684830000000e+09,3.2290000000000000e+05
"NEW HARTFORD",9.3000000000000000e+01,9.2000000000000000e+01,4.4066186000000000e+08,2.2108290000000000e+07,8.3957300000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,4.9485424000000000e+08,4.9215077000000000e+07,2.0879417000000000e+07,5.6494873400000000e+08,2.3688360000000000e+07
"NEW HAVEN",9.4000000000000000e+01,9.3000000000000000e+01,1.8193986200000000e+09,1.2924601600000000e+09,2.3185883000000000e+08,3.3590390000000000e+07,0.0000000000000000e+00,3.4172525200000000e+09,3.0683306600000000e+08,4.6837065800000000e+08,4.1924562440000000e+09,3.9944520000000000e+07
"NEW LONDON",9.5000000000000000e+01,9.5000000000000000e+01,6.9886619200000000e+08,3.6026978900000000e+08,1.0759014000000000e+08,1.4896000000000000e+05,4.7875800000000000e+06,1.1840606110000000e+09,9.9207980000000000e+07,9.0792296000000000e+07,1.3740608870000000e+09,1.2397950000000000e+07
"NEW MILFORD",9.6000000000000000e+01,9.6000000000000000e+01,2.1675674900000000e+09,2.4288419000000000e+08,1.0446170000000000e+08,1.2928440000000000e+07,2.0220550000000000e+07,2.6783251000000000e+09,2.0105922000000000e+08,1.4514381000000000e+08,3.0245281300000000e+09,1.3026273000000000e+08
"NEWINGTON",9.7000000000000000e+01,9.4000000000000000e+01,1.6971977900000000e+09,3.7324583000000000e+08,9.1729040000000000e+07,3.3691900000000000e+06,5.9985100000000000e+07,2.2525001200000000e+09,1.9794595300000000e+08,1.6019762000000000e+08,2.6106436930000000e+09,2.6973170000000000e+07
"NEWTOWN",9.8000000000000000e+01,9.7000000000000000e+01,2.4684589500000000e+09,1.4182608000000000e+08,6.2180230000000000e+07,0.0000000000000000e+00,2.2449300000000000e+06,2.7079613300000000e+09,2.1074853200000000e+08,9.2262859000000000e+07,3.0109727210000000e+09,3.3251140000000000e+07
"NORFOLK",9.9000000000000000e+01,9.8000000000000000e+01,1.4324046000000000e+08,7.1393200000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.8564223000000000e+08,1.4445639000000000e+07,5.7794950000000000e+06,2.0586736400000000e+08,3.5262450000000000e+07
"NORTH BRANFORD",1.0000000000000000e+02,9.9000000000000000e+01,9.9112635900000000e+08,7.6030840000000000e+07,3.5203700000000000e+07,6.4883000000000000e+05,1.0563571000000000e+07,1.1303719000000000e+09,1.0165513000000000e+08,3.8348428000000000e+07,1.2703754580000000e+09,1.6798600000000000e+07
"NORTH CANAAN",1.0100000000000000e+02,1.0000000000000000e+02,1.1526929000000000e+08,2.7072770000000000e+07,2.1233980000000000e+07,3.2790000000000000e+05,4.1856900000000000e+06,1.8814186000000000e+08,2.2479190000000000e+07,5.2503130000000000e+07,2.6312418000000000e+08,2.0052230000000000e+07
"NORTH HAVEN",1.0200000000000000e+02,1.0100000000000000e+02,1.8713295640000000e+09,3.3610798900000000e+08,2.3212818000000000e+08,1.9426000000000000e+06,3.6994370000000000e+07,2.5171919530000000e+09,1.9762216000000000e+08,2.1234402700000000e+08,2.9271581400000000e+09,3.8689250000000000e+07
"NORTH STONINGTON",1.0300000000000000e+02,1.0200000000000000e+02,4.2911855000000000e+08,4.8307700000000000e+07,6.5896600000000000e+06,9.8714000000000000e+05,0.0000000000000000e+00,5.3256971000000000e+08,4.0500090000000000e+07,2.3543176000000000e+07,5.9661297600000000e+08,4.7566660000000000e+07
"NORWALK",1.0400000000000000e+02,1.0300000000000000e+02,7.1339706730000000e+09,1.7806138190000000e+09,2.2388058000000000e+08,4.5513580000000000e+07,1.8550161000000000e+08,9.4740535970000000e+09,5.3939896200000000e+08,5.1648468000000000e+08,1.0529937239000000e+10,1.0457333500000000e+08
"NORWICH",1.0500000000000000e+02,1.0400000000000000e+02,1.0661551000000000e+09,2.6398600000000000e+08,6.2650000000000000e+07,4.2590000000000000e+06,8.7696000000000000e+07,1.5405589700000000e+09,1.7732286000000000e+08,9.3705966000000000e+07,1.8115877960000000e+09,5.5812870000000000e+07
"OLD LYME",1.0600000000000000e+02,1.0500000000000000e+02,1.2912868350000000e+09,6.6946285000000000e+07,5.9150000000000000e+05,6.0110000000000000e+05,2.6099200000000000e+06,1.3925918200000000e+09,6.5536100000000000e+07,2.4905770000000000e+07,1.4830336900000000e+09,3.0556180000000000e+07
"OLD SAYBROOK",1.0700000000000000e+02,1.0600000000000000e+02,1.5206048000000000e+09,1.8797000000000000e+08,1.6578700000000000e+07,2.9598000000000000e+06,1.6982000000000000e+06,1.7722082000000000e+09,8.7642400000000000e+07,5.6554895000000000e+07,1.9164054950000000e+09,4.2396700000000000e+07
"ORANGE",1.0800000000000000e+02,1.0700000000000000e+02,8.8399780000000000e+08,2.8536570000000000e+08,6.9506000000000000e+07,4.6900000000000000e+05,9.7179000000000000e+06,1.2742238000000000e+09,1.1500234500000000e+08,6.6261486000000000e+07,1.4554876310000000e+09,2.5167400000000000e+07
"OXFORD",1.0900000000000000e+02,1.0800000000000000e+02,1.0744915900000000e+09,3.4101690000000000e+07,2.7345070000000000e+07,0.0000000000000000e+00,1.5682000000000000e+05,1.1556051300000000e+09,9.1949189000000000e+07,3.5394796000000000e+07,1.2829491150000000e+09,1.9509960000000000e+07
"PLAINFIELD",1.1000000000000000e+02,1.0900000000000000e+02,4.2407944000000000e+08,6.1129090000000000e+07,7.2416620000000000e+07,1.4620000000000000e+06,1.0832000000000000e+07,5.8849394000000000e+08,8.1909600000000000e+07,7.2797830000000000e+07,7.4320137000000000e+08,1.8574790000000000e+07
"PLAINVILLE",1.1100000000000000e+02,1.1000000000000000e+02,5.1945486000000000e+08,1.4663468000000000e+08,6.5965940000000000e+07,1.1555800000000000e+06,1.4971150000000000e+07,7.6665988000000000e+08,1.2552251000000000e+08,9.8306520000000000e+07,9.9048891000000000e+08,1.8477670000000000e+07
"PLYMOUTH",1.1200000000000000e+02,1.1100000000000000e+02,3.8655457000000000e+08,2.2969710000000000e+07,1.9309470000000000e+07,0.0000000000000000e+00,3.0856800000000000e+06,4.5706275200000000e+08,7.5591025000000000e+07,2.8016178000000000e+07,5.6066995500000000e+08,2.5143322000000000e+07
"POMFRET",1.1300000000000000e+02,1.1200000000000000e+02,2.6362043000000000e+08,1.1365766000000000e+07,9.4641000000000000e+06,5.5300000000000000e+04,1.8777500000000000e+06,2.9598055000000000e+08,2.8493572000000000e+07,1.2596055000000000e+07,3.3707017700000000e+08,9.5972040000000000e+06
"PORTLAND",1.1400000000000000e+02,1.1300000000000000e+02,3.9902751000000000e+08,4.8201850000000000e+07,1.1638060000000000e+07,1.8942000000000000e+05,1.8706800000000000e+06,4.7990638000000000e+08,6.3336640000000000e+07,2.3951290000000000e+07,5.6719431000000000e+08,1.8978860000000000e+07
"PRESTON",1.1500000000000000e+02,1.1400000000000000e+02,2.1852370000000000e+08,1.2990400000000000e+07,1.7514000000000000e+06,4.4480000000000000e+05,2.8060000000000000e+05,2.4349180000000000e+08,3.4416508000000000e+07,1.5077440000000000e+07,2.9298574800000000e+08,9.5009000000000000e+06
"PROSPECT",1.1600000000000000e+02,1.1500000000000000e+02,6.4175536500000000e+08,3.5593110000000000e+07,1.1917692000000000e+07,0.0000000000000000e+00,8.9340000000000000e+05,6.9668640700000000e+08,6.8578380000000000e+07,2.1420184000000000e+07,7.8668497100000000e+08,6.5268400000000000e+06
"PUTNAM",1.1700000000000000e+02,1.1600000000000000e+02,2.8009810000000000e+08,6.6345300000000000e+07,3.7868300000000000e+07,1.8640000000000000e+05,9.3539000000000000e+06,4.0527210000000000e+08,5.0203150000000000e+07,5.0794590000000000e+07,5.0626984000000000e+08,1.1420100000000000e+07
"REDDING",1.1800000000000000e+02,1.1700000000000000e+02,1.2489079900000000e+09,6.9575190000000000e+07,4.3023200000000000e+06,3.0965000000000000e+05,0.0000000000000000e+00,1.4004384300000000e+09,8.8711369000000000e+07,2.5509199000000000e+07,1.5146589980000000e+09,7.7343280000000000e+07
"RIDGEFIELD",1.1900000000000000e+02,1.1800000000000000e+02,3.4370624070000000e+09,2.1578449000000000e+08,1.3919873500000000e+08,0.0000000000000000e+00,8.0939400000000000e+06,3.8199326640000000e+09,2.3164902500000000e+08,1.3125371300000000e+08,4.1828354020000000e+09,1.9793092000000000e+07
"ROCKY HILL",1.2000000000000000e+02,1.1900000000000000e+02,9.4590742000000000e+08,2.5633317300000000e+08,7.8617860000000000e+07,1.6627300000000000e+06,7.9040340000000000e+07,1.3821114030000000e+09,1.4084210600000000e+08,9.2917372000000000e+07,1.6158708810000000e+09,2.0549880000000000e+07
"ROXBURY",1.2100000000000000e+02,1.2000000000000000e+02,4.5673275000000000e+08,2.4941000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.6366838000000000e+08,2.6822590000000000e+07,5.2054600000000000e+06,4.9569643000000000e+08,4.4415300000000000e+06
"SALEM",1.2200000000000000e+02,1.2100000000000000e+02,2.1528879000000000e+08,1.1759340000000000e+07,1.0418900000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,2.3817536000000000e+08,2.9291337000000000e+07,1.3662744000000000e+07,2.8112944100000000e+08,1.0085340000000000e+07
"SALISBURY",1.2300000000000000e+02,1.2200000000000000e+02,8.0359578000000000e+08,5.1839160000000000e+07,1.3902600000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.0926249800000000e+09,3.2732510000000000e+07,2.1729660000000000e+07,1.1470871500000000e+09,2.3579978000000000e+08
"SCOTLAND",1.2400000000000000e+02,1.2300000000000000e+02,7.8066080000000000e+07,1.1539200000000000e+06,0.0000000000000000e+00,2.7000000000000000e+04,0.0000000000000000e+00,8.2193250000000000e+07,1.0941010000000000e+07,3.0446590000000000e+06,9.6178919000000000e+07,2.9462500000000000e+06
"SEYMOUR",1.2500000000000000e+02,1.2400000000000000e+02,1.0086575100000000e+09,7.4550120000000000e+07,4.0015570000000000e+07,1.9751200000000000e+06,1.6500190000000000e+07,1.1832605500000000e+09,1.0054643000000000e+08,5.2975079000000000e+07,1.3367820590000000e+09,4.1562040000000000e+07
"SHARON",1.2600000000000000e+02,1.2500000000000000e+02,4.3224587000000000e+08,2.5831900000000000e+07,0.0000000000000000e+00,4.7600000000000000e+04,0.0000000000000000e+00,4.9258175000000000e+08,2.5372521000000000e+07,1.6196808000000000e+07,5.3415107900000000e+08,3.4456380000000000e+07
"SHELTON",1.2700000000000000e+02,1.2600000000000000e+02,2.2257975100000000e+09,4.5459295000000000e+08,1.3850226000000000e+08,2.3164730000000000e+07,1.5788980000000000e+07,2.8790946200000000e+09,2.7738605000000000e+08,2.7737916000000000e+08,3.4338598300000000e+09,2.1248190000000000e+07
"SHERMAN",1.2800000000000000e+02,1.2700000000000000e+02,5.3873949700000000e+08,5.1638300000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.1497582700000000e+08,3.4233126000000000e+07,8.8678650000000000e+06,6.5807681800000000e+08,7.1072500000000000e+07
"SIMSBURY",1.2900000000000000e+02,1.2800000000000000e+02,1.4716218900000000e+09,2.0438244300000000e+08,9.6033050000000000e+06,4.5333000000000000e+05,1.4185963000000000e+07,1.7129223210000000e+09,1.7423457200000000e+08,1.1569962000000000e+08,2.0028565130000000e+09,1.2675390000000000e+07
"SOMERS",1.3000000000000000e+02,1.2900000000000000e+02,6.1666489500000000e+08,2.0969110000000000e+07,6.3227600000000000e+06,0.0000000000000000e+00,2.3722400000000000e+06,6.5802773500000000e+08,6.7862987000000000e+07,1.4939495000000000e+07,7.4083021700000000e+08,1.1698730000000000e+07
"SOUTH WINDSOR",1.3100000000000000e+02,1.3200000000000000e+02,1.3952359110000000e+09,1.8147150000000000e+08,1.7965174000000000e+08,3.2728000000000000e+05,0.0000000000000000e+00,1.7860288210000000e+09,1.9154898700000000e+08,1.4093603700000000e+08,2.1185138450000000e+09,2.9342390000000000e+07
"SOUTHBURY",1.3200000000000000e+02,1.3000000000000000e+02,1.4900516100000000e+09,2.3132423000000000e+08,8.9259600000000000e+06,0.0000000000000000e+00,2.4322430000000000e+07,1.7677212000000000e+09,1.4844398200000000e+08,1.3290008600000000e+08,2.0490652680000000e+09,1.3096970000000000e+07
"SOUTHINGTON",1.3300000000000000e+02,1.3100000000000000e+02,2.7986952380000000e+09,3.8806649000000000e+08,1.0769185000000000e+08,0.0000000000000000e+00,2.5920370000000000e+07,3.4260963140000000e+09,3.0578491700000000e+08,1.7830691500000000e+08,3.9101881460000000e+09,1.0572236600000000e+08
"SPRAGUE",1.3400000000000000e+02,1.3300000000000000e+02,1.1832565200000000e+08,1.9676300000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,1.3826000000000000e+06,1.5205475200000000e+08,1.6770910000000000e+07,3.8297770000000000e+07,2.0712343200000000e+08,1.2670200000000000e+07
"STAFFORD",1.3500000000000000e+02,1.3400000000000000e+02,5.5246705000000000e+08,4.0898860000000000e+07,1.8321620000000000e+07,7.0690000000000000e+05,0.0000000000000000e+00,6.6306860000000000e+08,7.6930430000000000e+07,6.3321120000000000e+07,8.0332015000000000e+08,5.0674170000000000e+07
"STAMFORD",1.3600000000000000e+02,1.3500000000000000e+02,6.3445670600000000e+09,2.3996426900000000e+09,3.7668386000000000e+08,3.9560620000000000e+07,5.5136775000000000e+08,9.7121957600000000e+09,8.0889923800000000e+08,8.0660019300000000e+08,1.1327695191000000e+10,3.7378000000000000e+05
"STERLING",1.3700000000000000e+02,1.3600000000000000e+02,1.1500215000000000e+08,3.4077400000000000e+06,7.4627200000000000e+06,0.0000000000000000e+00,7.4350000000000000e+04,1.3635691000000000e+08,2.0784740000000000e+07,2.3575556000000000e+07,1.8071720600000000e+08,1.0409950000000000e+07
"STONINGTON",1.3800000000000000e+02,1.3700000000000000e+02,1.5056704900000000e+09,2.9383002000000000e+08,2.2351500000000000e+07,3.5705400000000000e+06,2.4668810000000000e+07,1.9208626200000000e+09,1.2577352000000000e+08,7.8915326000000000e+07,2.1255514660000000e+09,7.0771260000000000e+07
"STRATFORD",1.3900000000000000e+02,1.3800000000000000e+02,3.3078655900000000e+09,3.6640955000000000e+08,2.6564034000000000e+08,1.4701400000000000e+06,2.0154890000000000e+07,4.0249624600000000e+09,2.9395998300000000e+08,3.0426668000000000e+08,4.6231891230000000e+09,6.3421950000000000e+07
"SUFFIELD",1.4000000000000000e+02,1.3900000000000000e+02,8.5389311000000000e+08,3.9541670000000000e+07,3.5115770000000000e+07,8.1669000000000000e+05,5.3501700000000000e+06,9.4404418000000000e+08,9.6169376000000000e+07,5.2007172000000000e+07,1.0922207280000000e+09,9.3267700000000000e+06
"THOMASTON",1.4100000000000000e+02,1.4000000000000000e+02,2.4086967700000000e+08,2.7292935000000000e+07,2.4457390000000000e+07,6.8926000000000000e+05,3.4126800000000000e+06,3.1076572000000000e+08,5.2748529000000000e+07,4.8211401000000000e+07,4.1172565000000000e+08,1.4043778000000000e+07
"THOMPSON",1.4200000000000000e+02,1.4100000000000000e+02,4.6850660000000000e+08,1.4330500000000000e+07,7.3385000000000000e+06,1.4700000000000000e+05,2.6209000000000000e+06,5.7195490000000000e+08,6.1089770000000000e+07,1.9764988000000000e+07,6.5280965800000000e+08,7.9011400000000000e+07
"TOLLAND",1.4300000000000000e+02,1.4200000000000000e+02,9.7419580000000000e+08,4.8119100000000000e+07,1.9773400000000000e+07,0.0000000000000000e+00,3.5024000000000000e+06,1.0471210200000000e+09,1.0818427100000000e+08,3.6483869000000000e+07,1.1917891600000000e+09,1.5303200000000000e+06
"TORRINGTON",1.4400000000000000e+02,1.4300000000000000e+02,1.2558279000000000e+09,2.0796274000000000e+08,7.0381400000000000e+07,3.9050000000000000e+06,2.3615400000000000e+07,1.5900146820000000e+09,1.9455463300000000e+08,1.4954418500000000e+08,1.9341135000000000e+09,2.8322242000000000e+07
"TRUMBULL",1.4500000000000000e+02,1.4400000000000000e+02,3.8473087500000000e+09,4.5678260000000000e+08,1.4700640000000000e+08,5.2680000000000000e+06,1.9118100000000000e+07,4.5226749500000000e+09,2.6223994500000000e+08,2.2794617700000000e+08,5.0128610720000000e+09,4.7191100000000000e+07
"UNION",1.4600000000000000e+02,1.4500000000000000e+02,5.1620020000000000e+07,2.3621600000000000e+06,1.7680000000000000e+05,2.7976600000000000e+06,0.0000000000000000e+00,6.1046560000000000e+07,6.8511820000000000e+06,2.7542640000000000e+06,7.0652006000000000e+07,4.0899200000000000e+06
"VERNON",1.4700000000000000e+02,1.4600000000000000e+02,7.7414691800000000e+08,1.6436305500000000e+08,1.9984070000000000e+07,1.6158900000000000e+06,1.1546692000000000e+08,1.0921668870000000e+09,1.5819466000000000e+08,7.4198156000000000e+07,1.3245597030000000e+09,1.6590034000000000e+07
"VOLUNTOWN",1.4800000000000000e+02,1.4700000000000000e+02,1.7205123000000000e+08,4.5751700000000000e+06,4.7180000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,1.9780845000000000e+08,1.7248180000000000e+07,3.3638120000000000e+06,2.1842044200000000e+08,2.1134870000000000e+07
"WALLINGFORD",1.4900000000000000e+02,1.4800000000000000e+02,2.7155740400000000e+09,5.4003468300000000e+08,2.1958688200000000e+08,8.7225500000000000e+06,2.5901833000000000e+07,3.5582501380000000e+09,2.9736544800000000e+08,3.8609642500000000e+08,4.2417120110000000e+09,4.8430150000000000e+07
"WARREN",1.5000000000000000e+02,1.4900000000000000e+02,1.6048519000000000e+08,3.6962700000000000e+06,0.0000000000000000e+00,3.8500000000000000e+03,0.0000000000000000e+00,1.8840018000000000e+08,1.2876910000000000e+07,4.1754900000000000e+06,2.0545258000000000e+08,2.4214870000000000e+07
"WASHINGTON",1.5100000000000000e+02,1.5000000000000000e+02,7.2007149000000000e+08,3.1422690000000000e+07,4.5063000000000000e+05,0.0000000000000000e+00,1.9096800000000000e+06,8.9803922000000000e+08,3.7774840000000000e+07,1.6412170000000000e+07,9.5222623000000000e+08,1.4418473000000000e+08
"WATERBURY",1.5200000000000000e+02,1.5100000000000000e+02,1.9107246920000000e+09,6.8184250700000000e+08,1.3539804800000000e+08,1.0885300000000000e+05,1.4784512000000000e+08,2.8864700990000000e+09,3.4370148400000000e+08,3.2554872800000000e+08,3.5557203110000000e+09,1.0550879000000000e+07
"WATERFORD",1.5300000000000000e+02,1.5200000000000000e+02,1.1566437400000000e+09,2.9747885000000000e+08,3.5520050000000000e+07,4.4979981000000000e+08,9.6935800000000000e+06,1.9848331100000000e+09,1.4414980000000000e+08,5.8018532000000000e+08,2.7091682300000000e+09,3.5697080000000000e+07
"WATERTOWN",1.5400000000000000e+02,1.5300000000000000e+02,1.1953471000000000e+09,8.0636110000000000e+07,1.0411864000000000e+08,2.0620000000000000e+06,9.5086300000000000e+06,1.3922698800000000e+09,1.5093844500000000e+08,1.3266937500000000e+08,1.6758777000000000e+09,5.9740000000000000e+05
"WEST HARTFORD",1.5500000000000000e+02,1.5500000000000000e+02,2.5833855800000000e+09,4.6136521000000000e+08,6.3636610000000000e+07,4.0770600000000000e+06,8.5012010000000000e+07,3.2196140000000000e+09,3.6846067000000000e+08,1.5950571000000000e+08,3.7475803800000000e+09,2.2137530000000000e+07
"WEST HAVEN",1.5600000000000000e+02,1.5600000000000000e+02,2.2034676450000000e+09,2.1698294200000000e+08,1.5888964000000000e+08,2.2252300000000000e+06,1.4981712400000000e+08,2.7540623810000000e+09,2.3268815600000000e+08,1.2959570700000000e+08,3.1163462440000000e+09,2.2679800000000000e+07
"WESTBROOK",1.5700000000000000e+02,1.5400000000000000e+02,5.7226054000000000e+08,8.4401070000000000e+07,2.6796854000000000e+07,0.0000000000000000e+00,3.7984200000000000e+06,7.1945211000000000e+08,4.9292170000000000e+07,5.3355868000000000e+07,8.2210014800000000e+08,3.2195226000000000e+07
"WESTON",1.5800000000000000e+02,1.5700000000000000e+02,2.2375621900000000e+09,1.7556810000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.3280751300000000e+09,1.1498347300000000e+08,1.5270355000000000e+07,2.4583289580000000e+09,7.2956130000000000e+07
"WESTPORT",1.5900000000000000e+02,1.5800000000000000e+02,8.3567318690000000e+09,1.3522704000000000e+09,1.1316700000000000e+07,3.1243000000000000e+06,6.6315000000000000e+06,9.9096575270000000e+09,2.9451695800000000e+08,1.2962118200000000e+08,1.0333795667000000e+10,1.7958275800000000e+08
"WETHERSFIELD",1.6000000000000000e+02,1.5900000000000000e+02,1.5294472000000000e+09,1.7340570000000000e+08,1.6229100000000000e+07,3.3915000000000000e+06,5.0318000000000000e+07,1.7734621000000000e+09,1.6340200000000000e+08,7.0353700000000000e+07,2.0072178000000000e+09,6.7060000000000000e+05
"WILLINGTON",1.6100000000000000e+02,1.6000000000000000e+02,2.2543914500000000e+08,4.7411925000000000e+07,3.7499300000000000e+06,6.2410000000000000e+04,1.8943220000000000e+07,3.3788652600000000e+08,3.8006299000000000e+07,1.2970000000000000e+07,3.8886282500000000e+08,4.2279896000000000e+07
"WILTON",1.6200000000000000e+02,1.6100000000000000e+02,2.9582423700000000e+09,4.3958523000000000e+08,0.0000000000000000e+00,1.5125460000000000e+07,6.3966000000000000e+06,3.4534316500000000e+09,1.8784084000000000e+08,1.4450099400000000e+08,3.7857734840000000e+09,3.4081990000000000e+07
"WINCHESTER",1.6300000000000000e+02,1.6200000000000000e+02,3.9008031000000000e+08,4.7218640000000000e+07,1.5778070000000000e+07,1.8130000000000000e+05,1.1084850000000000e+07,4.9340589000000000e+08,6.2966814000000000e+07,3.7652393000000000e+07,5.9402509700000000e+08,2.9062720000000000e+07
"WINDHAM",1.6400000000000000e+02,1.6300000000000000e+02,5.1385662500000000e+08,1.2317894000000000e+08,3.4769630000000000e+07,1.4852100000000000e+06,2.2608600000000000e+06,7.7260603500000000e+08,9.0338260000000000e+07,6.0140260000000000e+07,9.2308455500000000e+08,9.7054770000000000e+07
"WINDSOR",1.6500000000000000e+02,1.6400000000000000e+02,1.2900504400000000e+09,3.2526432000000000e+08,2.0040783000000000e+08,3.5572600000000000e+06,0.0000000000000000e+00,1.8498323300000000e+09,1.8180823000000000e+08,3.3226019600000000e+08,2.3639007560000000e+09,3.0552480000000000e+07
"WINDSOR LOCKS",1.6600000000000000e+02,1.6500000000000000e+02,5.1334224000000000e+08,1.2676540000000000e+08,1.3994600000000000e+08,4.7890000000000000e+05,9.5709000000000000e+06,7.9019686000000000e+08,1.5761885000000000e+08,2.4051062700000000e+08,1.1883263370000000e+09,9.3420000000000000e+04
"WOLCOTT",1.6700000000000000e+02,1.6600000000000000e+02,6.9539417000000000e+08,4.5328450000000000e+07,2.5478670000000000e+07,3.0396800000000000e+06,0.0000000000000000e+00,7.7244688000000000e+08,1.0995356700000000e+08,4.3898752000000000e+07,9.2629919900000000e+08,3.2059100000000000e+06
"WOODBRIDGE",1.6800000000000000e+02,1.6700000000000000e+02,1.0022419100000000e+09,5.7746500000000000e+07,1.1588950000000000e+07,4.9867000000000000e+05,7.8317000000000000e+05,1.0927210700000000e+09,7.9664590000000000e+07,1.9667910000000000e+07,1.1920535700000000e+09,1.9861870000000000e+07
"WOODBURY",1.6900000000000000e+02,1.6800000000000000e+02,8.3160423000000000e+08,4.7164690000000000e+07,1.4689640000000000e+07,0.0000000000000000e+00,1.4556780000000000e+07,9.1836682000000000e+08,8.3571983000000000e+07,2.0505499000000000e+07,1.0224443020000000e+09,1.0351480000000000e+07
"WOODSTOCK",1.7000000000000000e+02,1.6900000000000000e+02,6.1489673000000000e+08,2.6658100000000000e+07,9.1093000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,6.8864435000000000e+08,5.5631860000000000e+07,1.8749298000000000e+07,7.6302550800000000e+08,3.7980220000000000e+07
