MUNICIPALITY,NUMBERED,TOWN CODE,RESIDENTIAL,COMMERCIAL,INDUSTRIAL,PUBLIC UTILITY,APARTMENT,TOTAL REAL,REAL EXEMPTIONS,TOTAL NET REAL,TOTAL GROSS MV,MV EXEMPTIONS,TOTAL NET MV,TOTAL PERS PROP,PERS PROP EXEMPTIONS,TOTAL NET PERS PROP,TOTAL GROSS GRAND LIST,TOTAL NET GRAND LIST,OTHER
"NEW CANAAN",9.1000000000000000e+01,9.0000000000000000e+01,7349948351.0000,359501943.0000,6498130.0000,5852350.0000,47072121.0000,7904514325.0000,1850500.0000,7902663825.0000,237337200.0000,1600970.0000,235736230.0000,61887099.0000,25120.0000,61861979.0000,8203738624.0000,8200262034.0000,135641430.0000
"NEW FAIRFIELD",9.2000000000000000e+01,9.1000000000000000e+01,1506933692.0000,34259400.0000,3098000.0000,20945500.0000,0.0000,1565572492.0000,5732400.0000,1559840092.0000,105767831.0000,187930.0000,105579901.0000,18791913.0000,95910.0000,18696003.0000,1690132236.0000,1684115996.0000,335900.0000
"NEW HARTFORD",9.3000000000000000e+01,9.2000000000000000e+01,564481940.0000,29328740.0000,7524510.0000,0.0000,69090.0000,637129036.0000,1831500.0000,635297536.0000,52849285.0000,287790.0000,52561495.0000,29987393.0000,10038945.0000,19948448.0000,719965714.0000,707807479.0000,35724756.0000
"NEW HAVEN",9.4000000000000000e+01,9.3000000000000000e+01,3571992829.0000,2011498950.0000,287420910.0000,39442690.0000,0.0000,5967219879.0000,1603670461.0000,4363549418.0000,343992459.0000,7014350.0000,336978109.0000,509570687.0000,58794824.0000,450775863.0000,6820783025.0000,5151303390.0000,56864500.0000
"NEW LONDON",9.5000000000000000e+01,9.5000000000000000e+01,843275413.0000,361324372.0000,225600750.0000,300090.0000,134325870.0000,1577206615.0000,195861612.0000,1381345003.0000,100313092.0000,3747880.0000,96565212.0000,85779712.0000,3400551.0000,82379161.0000,1763299419.0000,1560289376.0000,12380120.0000
"NEW MILFORD",9.6000000000000000e+01,9.6000000000000000e+01,2025144690.0000,257454560.0000,103589410.0000,13305480.0000,14300650.0000,2556909980.0000,4606000.0000,2552303980.0000,195680815.0000,880155.0000,194800660.0000,175945295.0000,61448550.0000,114496745.0000,2928536090.0000,2861601385.0000,143115190.0000
"NEWINGTON",9.7000000000000000e+01,9.4000000000000000e+01,1765468898.0000,370737550.0000,137365190.0000,0.0000,57301860.0000,2354183188.0000,8199400.0000,2345983788.0000,204733493.0000,1735560.0000,202997933.0000,184072330.0000,54281420.0000,129790910.0000,2742989011.0000,2678772631.0000,23309690.0000
"NEWTOWN",9.8000000000000000e+01,9.7000000000000000e+01,3224767907.0000,210888123.0000,63720441.0000,0.0000,11293336.0000,3633486180.0000,15751215.0000,3617734965.0000,215781712.0000,1524382.0000,214257330.0000,108306358.0000,15841112.0000,92465246.0000,3957574250.0000,3924457541.0000,122816373.0000
"NORFOLK",9.9000000000000000e+01,9.8000000000000000e+01,219562300.0000,10097900.0000,0.0000,0.0000,0.0000,289838250.0000,766500.0000,289071750.0000,13696530.0000,115220.0000,13581310.0000,6744730.0000,598550.0000,6146180.0000,310279510.0000,308799240.0000,60178050.0000
"NORTH BRANFORD",1.0000000000000000e+02,9.9000000000000000e+01,938245278.0000,109065912.0000,37597200.0000,1242370.0000,11453230.0000,1112027420.0000,3173000.0000,1108854420.0000,107110785.0000,1288380.0000,105822405.0000,56015366.0000,18136890.0000,37878476.0000,1275153571.0000,1252555301.0000,14423430.0000
"NORTH CANAAN",1.0100000000000000e+02,1.0000000000000000e+02,178971180.0000,49043520.0000,31399050.0000,475340.0000,6623560.0000,298648600.0000,800640.0000,297847960.0000,21888710.0000,47250.0000,21841460.0000,55078700.0000,29627180.0000,25451520.0000,375616010.0000,345140940.0000,32135950.0000
"NORTH HAVEN",1.0200000000000000e+02,1.0100000000000000e+02,1809205770.0000,376087920.0000,260892350.0000,2988820.0000,35609430.0000,2492364180.0000,10680290.0000,2481683890.0000,195552790.0000,5361680.0000,190191110.0000,263901657.0000,109366316.0000,154535341.0000,2951818627.0000,2826410341.0000,7579890.0000
"NORTH STONINGTON",1.0300000000000000e+02,1.0200000000000000e+02,455250950.0000,56964040.0000,6525680.0000,987140.0000,0.0000,561842510.0000,3681450.0000,558161060.0000,40850320.0000,245750.0000,40604570.0000,27785562.0000,961336.0000,26824226.0000,630478392.0000,625589856.0000,42114700.0000
"NORWALK",1.0400000000000000e+02,1.0300000000000000e+02,8645476941.0000,2188621127.0000,205687510.0000,60839870.0000,348485801.0000,11569430259.0000,39432816.0000,11529997443.0000,556506146.0000,14566826.0000,541939320.0000,721492264.0000,24612611.0000,696879653.0000,12847428669.0000,12768816416.0000,120319010.0000
"NORWICH",1.0500000000000000e+02,1.0400000000000000e+02,1521374001.0000,396100000.0000,54691500.0000,2264000.0000,81696000.0000,2115677101.0000,21160246.0000,2094516855.0000,183848923.0000,4214110.0000,179634813.0000,132757250.0000,16047379.0000,116709871.0000,2432283274.0000,2390861539.0000,59551600.0000
"OLD LYME",1.0600000000000000e+02,1.0500000000000000e+02,1405828451.0000,55588434.0000,10942500.0000,443200.0000,3089755.0000,1506609800.0000,4147700.0000,1502462100.0000,64647740.0000,346720.0000,64301020.0000,29997050.0000,315350.0000,29681700.0000,1601254590.0000,1596444820.0000,30717460.0000
"OLD SAYBROOK",1.0700000000000000e+02,1.0600000000000000e+02,2019271800.0000,244922500.0000,21117300.0000,3770600.0000,1602500.0000,2344617000.0000,8762600.0000,2335854400.0000,89973760.0000,367980.0000,89605780.0000,60414360.0000,4249770.0000,56164590.0000,2495005120.0000,2481624770.0000,53932300.0000
"ORANGE",1.0800000000000000e+02,1.0700000000000000e+02,1493825400.0000,356567600.0000,82043900.0000,532100.0000,14523300.0000,1973940800.0000,427100692.0000,1546840108.0000,116718231.0000,402401.0000,116315830.0000,92817098.0000,3924670.0000,88892428.0000,2183476129.0000,1752048366.0000,26448500.0000
"OXFORD",1.0900000000000000e+02,1.0800000000000000e+02,1071836499.0000,34570400.0000,53294300.0000,0.0000,402600.0000,1207582199.0000,3880000.0000,1203702199.0000,103479930.0000,668240.0000,102811690.0000,96918620.0000,6921520.0000,89997100.0000,1407980749.0000,1396510989.0000,47478400.0000
"PLAINFIELD",1.1000000000000000e+02,1.0900000000000000e+02,652539520.0000,103022100.0000,72485520.0000,2266670.0000,27128150.0000,931571630.0000,31645970.0000,899925660.0000,82420370.0000,882070.0000,81538300.0000,68897640.0000,19741800.0000,49155840.0000,1082889640.0000,1030619800.0000,74129670.0000
"PLAINVILLE",1.1100000000000000e+02,1.1000000000000000e+02,896873870.0000,191990290.0000,80565250.0000,1192960.0000,22557190.0000,1210991360.0000,6786920.0000,1204204440.0000,127707940.0000,4009360.0000,123698580.0000,98436590.0000,26087930.0000,72348660.0000,1437135890.0000,1400251680.0000,17811800.0000
"PLYMOUTH",1.1200000000000000e+02,1.1100000000000000e+02,619658710.0000,32500980.0000,27366080.0000,0.0000,273510.0000,727506820.0000,2683500.0000,724823320.0000,76937554.0000,619969.0000,76317585.0000,27541648.0000,5155330.0000,22386318.0000,831986022.0000,823527223.0000,47707540.0000
"POMFRET",1.1300000000000000e+02,1.1200000000000000e+02,277544430.0000,15209490.0000,7644700.0000,1617600.0000,1981700.0000,317616660.0000,1487000.0000,316129660.0000,30067100.0000,1049640.0000,29017460.0000,12725382.0000,2284530.0000,10440852.0000,360409142.0000,355587972.0000,13618740.0000
"PORTLAND",1.1400000000000000e+02,1.1300000000000000e+02,647925100.0000,67244383.0000,15558432.0000,380856.0000,2109660.0000,762485671.0000,2316530.0000,760169141.0000,66706024.0000,422426.0000,66283598.0000,33687190.0000,4270410.0000,29416780.0000,862878885.0000,855869519.0000,29267240.0000
"PRESTON",1.1500000000000000e+02,1.1400000000000000e+02,352654460.0000,19407400.0000,2531300.0000,657500.0000,619900.0000,398453430.0000,758874.0000,397694556.0000,34130610.0000,628530.0000,33502080.0000,21595348.0000,1103760.0000,20491588.0000,454179388.0000,451688224.0000,22582870.0000
"PROSPECT",1.1600000000000000e+02,1.1500000000000000e+02,685757185.0000,37292570.0000,11876220.0000,0.0000,893400.0000,742737195.0000,4540510.0000,738196685.0000,70206215.0000,778815.0000,69427400.0000,25481249.0000,3620050.0000,21861199.0000,838424659.0000,829485284.0000,6917820.0000
"PUTNAM",1.1700000000000000e+02,1.1600000000000000e+02,361972930.0000,102432500.0000,40821700.0000,258200.0000,10162300.0000,532756230.0000,3147530.0000,529608700.0000,50085420.0000,583710.0000,49501710.0000,60688820.0000,18569610.0000,42119210.0000,643530470.0000,621229620.0000,17108600.0000
"REDDING",1.1800000000000000e+02,1.1700000000000000e+02,1636088260.0000,131077780.0000,4470450.0000,3922650.0000,0.0000,1833690848.0000,620000.0000,1833070848.0000,86305166.0000,61000.0000,86244166.0000,70445979.0000,146795.0000,70299184.0000,1990441993.0000,1989614198.0000,58131708.0000
"RIDGEFIELD",1.1900000000000000e+02,1.1800000000000000e+02,4638366362.0000,544585404.0000,18264300.0000,405000.0000,13806010.0000,5248760906.0000,32213932.0000,5216546974.0000,229047146.0000,148931.0000,228898215.0000,153893318.0000,46346751.0000,107546567.0000,5631701370.0000,5552991756.0000,33333830.0000
"ROCKY HILL",1.2000000000000000e+02,1.1900000000000000e+02,1305531095.0000,382711449.0000,130400970.0000,4922050.0000,74252990.0000,1904720184.0000,3707500.0000,1901012684.0000,151233698.0000,7457399.0000,143776299.0000,119688923.0000,8609780.0000,111079143.0000,2175642805.0000,2155868126.0000,6901630.0000
"ROXBURY",1.2100000000000000e+02,1.2000000000000000e+02,653279857.0000,2880498.0000,0.0000,0.0000,0.0000,717279570.0000,454060.0000,716825510.0000,25346945.0000,26090.0000,25320855.0000,6034836.0000,357420.0000,5677416.0000,748661351.0000,747823781.0000,61119215.0000
"SALEM",1.2200000000000000e+02,1.2100000000000000e+02,354416200.0000,17993740.0000,1324730.0000,0.0000,0.0000,389536409.0000,1665500.0000,387870909.0000,29710462.0000,80590.0000,29629872.0000,12814968.0000,1175832.0000,11639136.0000,432061839.0000,429139917.0000,15801739.0000
"SALISBURY",1.2300000000000000e+02,1.2200000000000000e+02,788348100.0000,51102700.0000,1174000.0000,0.0000,0.0000,1089265300.0000,1165000.0000,1088100300.0000,32680190.0000,107030.0000,32573160.0000,21511610.0000,2610890.0000,18900720.0000,1143457100.0000,1139574180.0000,248640500.0000
"SCOTLAND",1.2400000000000000e+02,1.2300000000000000e+02,109765020.0000,912890.0000,409480.0000,41310.0000,0.0000,115055520.0000,491770.0000,114563750.0000,11100319.0000,169659.0000,10930660.0000,3798960.0000,572640.0000,3226320.0000,129954799.0000,128720730.0000,3926820.0000
"SEYMOUR",1.2500000000000000e+02,1.2400000000000000e+02,1073630530.0000,77114920.0000,41672120.0000,1966650.0000,16500190.0000,1245598070.0000,8246530.0000,1237351540.0000,104045450.0000,1269470.0000,102775980.0000,60645270.0000,18182870.0000,42462400.0000,1410288790.0000,1382589920.0000,34713660.0000
"SHARON",1.2600000000000000e+02,1.2500000000000000e+02,699599940.0000,39380200.0000,0.0000,1600.0000,0.0000,803110740.0000,2049000.0000,801061740.0000,24820727.0000,118690.0000,24702037.0000,18827170.0000,794180.0000,18032990.0000,846758637.0000,843796767.0000,64129000.0000
"SHELTON",1.2700000000000000e+02,1.2600000000000000e+02,3687687060.0000,677423030.0000,177116620.0000,27531150.0000,69467260.0000,4657381090.0000,9217780.0000,4648163310.0000,291914390.0000,2418200.0000,289496190.0000,355209930.0000,49957040.0000,305252890.0000,5304505410.0000,5242912390.0000,18155970.0000
"SHERMAN",1.2800000000000000e+02,1.2700000000000000e+02,693297615.0000,1818500.0000,0.0000,1599000.0000,1907000.0000,709527273.0000,3177510.0000,706349763.0000,33458745.0000,56460.0000,33402285.0000,7830750.0000,200028.0000,7630722.0000,750816768.0000,747382770.0000,10905158.0000
"SIMSBURY",1.2900000000000000e+02,1.2800000000000000e+02,1992288700.0000,274030388.0000,26125301.0000,0.0000,22505540.0000,2336406919.0000,5371648.0000,2331035271.0000,172241633.0000,449023.0000,171792610.0000,103949954.0000,7271177.0000,96678777.0000,2612598506.0000,2599506658.0000,21456990.0000
"SOMERS",1.3000000000000000e+02,1.2900000000000000e+02,671649320.0000,28726770.0000,9243800.0000,0.0000,1264300.0000,736481270.0000,5758140.0000,730723130.0000,71007619.0000,610861.0000,70396758.0000,26779320.0000,7552720.0000,19226600.0000,834268209.0000,820346488.0000,25597080.0000
"SOUTH WINDSOR",1.3100000000000000e+02,1.3200000000000000e+02,1879879080.0000,267701700.0000,251790720.0000,0.0000,0.0000,2428719670.0000,37002794.0000,2391716876.0000,194075430.0000,4178450.0000,189896980.0000,231415030.0000,72634890.0000,158780140.0000,2854210130.0000,2740393996.0000,29348170.0000
"SOUTHBURY",1.3200000000000000e+02,1.3000000000000000e+02,1994539051.0000,290376340.0000,13045390.0000,0.0000,25983920.0000,2343189981.0000,7954970.0000,2335235011.0000,146380185.0000,1001425.0000,145378760.0000,121757740.0000,826145.0000,120931595.0000,2611327906.0000,2601545366.0000,19245280.0000
"SOUTHINGTON",1.3300000000000000e+02,1.3100000000000000e+02,2938409867.0000,445300735.0000,110685915.0000,0.0000,28144270.0000,3611429647.0000,25631745.0000,3585797902.0000,325954412.0000,10565000.0000,315389412.0000,204328471.0000,42298468.0000,162030003.0000,4141712530.0000,4063217317.0000,88888860.0000
"SPRAGUE",1.3400000000000000e+02,1.3300000000000000e+02,125737600.0000,21149200.0000,0.0000,0.0000,1382600.0000,160807400.0000,1441760.0000,159365640.0000,17883320.0000,130790.0000,17752530.0000,28406730.0000,20067620.0000,8339110.0000,207097450.0000,185457280.0000,12538000.0000
"STAFFORD",1.3500000000000000e+02,1.3400000000000000e+02,580263000.0000,39953960.0000,18149530.0000,706900.0000,10487730.0000,693857620.0000,7702920.0000,686154700.0000,78555410.0000,1708260.0000,76847150.0000,70698370.0000,38136350.0000,32562020.0000,843111400.0000,795563870.0000,44296500.0000
"STAMFORD",1.3600000000000000e+02,1.3500000000000000e+02,14472236940.0000,5912210056.0000,832795010.0000,52954950.0000,1210690440.0000,22481576876.0000,230501240.0000,22251075636.0000,792252275.0000,4792310.0000,787459965.0000,1107873376.0000,117656585.0000,990216791.0000,24381702527.0000,24028752392.0000,689480.0000
"STERLING",1.3700000000000000e+02,1.3600000000000000e+02,220174390.0000,14548780.0000,1901590.0000,0.0000,1676640.0000,276892250.0000,554000.0000,276338250.0000,21238110.0000,495790.0000,20742320.0000,23608519.0000,2638000.0000,20970519.0000,321738879.0000,318051089.0000,38590850.0000
"STONINGTON",1.3800000000000000e+02,1.3700000000000000e+02,2371869920.0000,431487760.0000,31511400.0000,8492900.0000,19552300.0000,2965998760.0000,9927600.0000,2956071160.0000,129064500.0000,1690940.0000,127373560.0000,93283603.0000,10476070.0000,82807533.0000,3188346863.0000,3166252253.0000,103084480.0000
"STRATFORD",1.3900000000000000e+02,1.3800000000000000e+02,3139747420.0000,434753620.0000,316567240.0000,2213050.0000,31716650.0000,3994014260.0000,25805175.0000,3968209085.0000,301629984.0000,2745714.0000,298884270.0000,441827463.0000,195697160.0000,246130303.0000,4737471707.0000,4513223658.0000,69016280.0000
"SUFFIELD",1.4000000000000000e+02,1.3900000000000000e+02,1135437220.0000,53022390.0000,47220040.0000,2464420.0000,5285840.0000,1255295170.0000,3644805.0000,1251650365.0000,101504344.0000,704635.0000,100799709.0000,56386200.0000,12246520.0000,44139680.0000,1413185714.0000,1396589754.0000,11865260.0000
"THOMASTON",1.4100000000000000e+02,1.4000000000000000e+02,434606610.0000,35878840.0000,33996630.0000,0.0000,6454450.0000,521873530.0000,2711785.0000,519161745.0000,50253419.0000,473753.0000,49779666.0000,55234100.0000,24224108.0000,31009992.0000,627361049.0000,599951403.0000,10937000.0000
"THOMPSON",1.4200000000000000e+02,1.4100000000000000e+02,480354060.0000,21793000.0000,8107600.0000,173600.0000,2383200.0000,536222680.0000,6969840.0000,529252840.0000,61819595.0000,411710.0000,61407885.0000,22216567.0000,6578074.0000,15638493.0000,620258842.0000,606299218.0000,23411220.0000
"TOLLAND",1.4300000000000000e+02,1.4200000000000000e+02,1055130500.0000,62888600.0000,18920600.0000,646310.0000,5901000.0000,1150048350.0000,7468050.0000,1142580300.0000,115754639.0000,2012574.0000,113742065.0000,33358610.0000,7719790.0000,25638820.0000,1299161599.0000,1281961185.0000,6561340.0000
"TORRINGTON",1.4400000000000000e+02,1.4300000000000000e+02,1568882460.0000,335599260.0000,60318570.0000,363250.0000,28418540.0000,2036805620.0000,34299950.0000,2002505670.0000,203410230.0000,3148490.0000,200261740.0000,174775400.3000,33542780.0000,141232620.3000,2414991250.3000,2344000030.3000,43223540.0000
"TRUMBULL",1.4500000000000000e+02,1.4400000000000000e+02,3956714980.0000,524289600.0000,163266300.0000,4598600.0000,20216900.0000,4711208450.0000,10820216.0000,4700388234.0000,262409579.0000,4817850.0000,257591729.0000,267695080.0000,16214520.0000,251480560.0000,5241313109.0000,5209460523.0000,42122070.0000
"UNION",1.4600000000000000e+02,1.4500000000000000e+02,75042970.0000,2444400.0000,481350.0000,3091600.0000,0.0000,86710640.0000,335500.0000,86375140.0000,7417600.0000,0.0000,7417600.0000,3140847.0000,136420.0000,3004427.0000,97269087.0000,96797167.0000,5650320.0000
"VERNON",1.4700000000000000e+02,1.4600000000000000e+02,1270682460.0000,237860940.0000,21198400.0000,1517810.0000,141703220.0000,1682235420.0000,6812500.0000,1675422920.0000,165126193.0000,3197661.0000,161928532.0000,84558850.0000,7337030.0000,77221820.0000,1931920463.0000,1914573272.0000,9272590.0000
"VOLUNTOWN",1.4800000000000000e+02,1.4700000000000000e+02,158459270.0000,6311100.0000,7460.0000,106610.0000,39740.0000,172480700.0000,1262300.0000,171218400.0000,18356347.0000,279557.0000,18076790.0000,4717630.0000,500952.0000,4216678.0000,195554677.0000,193511868.0000,7556520.0000
"WALLINGFORD",1.4900000000000000e+02,1.4800000000000000e+02,2674877080.0000,485057780.0000,301785500.0000,13511300.0000,24714390.0000,3539686670.0000,18556800.0000,3521129870.0000,311967516.0000,3961079.0000,308006437.0000,474570753.0000,134636430.0000,339934323.0000,4326224939.0000,4169070630.0000,39740620.0000
"WARREN",1.5000000000000000e+02,1.4900000000000000e+02,212081830.0000,4035640.0000,0.0000,0.0000,0.0000,336907310.0000,601000.0000,336306310.0000,12947780.0000,38890.0000,12908890.0000,3998580.0000,230700.0000,3767880.0000,353853670.0000,352983080.0000,120789840.0000
"WASHINGTON",1.5100000000000000e+02,1.5000000000000000e+02,937016400.0000,49437400.0000,809960.0000,0.0000,146320.0000,1197970830.0000,930120.0000,1197040710.0000,36281950.0000,269150.0000,36012800.0000,19620890.0000,572810.0000,19048080.0000,1253873670.0000,1252101590.0000,210560750.0000
"WATERBURY",1.5200000000000000e+02,1.5100000000000000e+02,3083776086.0000,1043217047.0000,132987264.0000,85591200.0000,274649758.0000,4693412829.0000,56390650.0000,4637022179.0000,367068901.0000,6184278.0000,360884623.0000,476934459.0000,174695700.0000,302238759.0000,5537416189.0000,5300145561.0000,73191474.0000
"WATERFORD",1.5300000000000000e+02,1.5200000000000000e+02,1852481600.0000,862648710.0000,62456640.0000,0.0000,11290050.0000,2830960510.0000,37538105.0000,2793422405.0000,142437515.0000,1178040.0000,141259475.0000,799677170.0000,34527637.0000,765149533.0000,3773075195.0000,3699831413.0000,42083510.0000
"WATERTOWN",1.5400000000000000e+02,1.5300000000000000e+02,1452209990.0000,117178320.0000,109360930.0000,1529430.0000,11623700.0000,1692487140.0000,7711732.0000,1684775408.0000,162102463.0000,1700901.0000,160401562.0000,122657176.0000,46335656.0000,76321520.0000,1977246779.0000,1921498490.0000,584770.0000
"WEST HARTFORD",1.5500000000000000e+02,1.5500000000000000e+02,4722426015.0000,718916820.0000,65802900.0000,5608800.0000,123881100.0000,5677576335.0000,1191784197.0000,4485792138.0000,387158710.0000,5084137.0000,382074573.0000,197280320.0000,30745210.0000,166535110.0000,6262015365.0000,5034401821.0000,40940700.0000
"WEST HAVEN",1.5600000000000000e+02,1.5600000000000000e+02,1994798724.0000,268131681.0000,83748344.0000,7945350.0000,147049910.0000,2523546769.0000,28551984.0000,2494994785.0000,232241415.0000,8144225.0000,224097190.0000,98659949.0000,11939567.0000,86720382.0000,2854448133.0000,2805812357.0000,21872760.0000
"WESTBROOK",1.5700000000000000e+02,1.5400000000000000e+02,1040815818.0000,124846320.0000,39476390.0000,735000.0000,4288190.0000,1266796228.0000,4753000.0000,1262043228.0000,51032970.0000,837030.0000,50195940.0000,52741380.0000,24202970.0000,28538410.0000,1370570578.0000,1340777578.0000,56634510.0000
"WESTON",1.5800000000000000e+02,1.5700000000000000e+02,2478562400.0000,24398800.0000,0.0000,3360000.0000,0.0000,2506416300.0000,1590200.0000,2504826100.0000,111611910.0000,123230.0000,111488680.0000,19057249.0000,22680.0000,19034569.0000,2637085459.0000,2635349349.0000,95100.0000
"WESTPORT",1.5900000000000000e+02,1.5800000000000000e+02,7735067800.0000,1133177410.0000,7706300.0000,6283100.0000,11002680.0000,9006487990.0000,12609000.0000,8993878990.0000,298399365.0000,658370.0000,297740995.0000,253838643.0000,429420.0000,253409223.0000,9558725998.0000,9545029208.0000,113250700.0000
"WETHERSFIELD",1.6000000000000000e+02,1.5900000000000000e+02,1809573200.0000,206814360.0000,19753100.0000,4128700.0000,58117100.0000,2098982360.0000,11071510.0000,2087910850.0000,165099010.0000,1729900.0000,163369110.0000,66153140.0000,2663930.0000,63489210.0000,2330234510.0000,2314769170.0000,595900.0000
"WILLINGTON",1.6100000000000000e+02,1.6000000000000000e+02,329842970.0000,50298440.0000,4526920.0000,500630.0000,22378570.0000,423821400.0000,518930.0000,423302470.0000,38987880.0000,86180.0000,38901700.0000,14342968.0000,1647280.0000,12695688.0000,477152248.0000,474899858.0000,16273870.0000
"WILTON",1.6200000000000000e+02,1.6100000000000000e+02,3971283920.0000,649981050.0000,0.0000,24267460.0000,11068400.0000,4715013230.0000,1574500.0000,4713438730.0000,184555230.0000,168530.0000,184386700.0000,214800982.0000,31021112.0000,183779870.0000,5114369442.0000,5081605300.0000,58412400.0000
"WINCHESTER",1.6300000000000000e+02,1.6200000000000000e+02,610246915.0000,61520710.0000,17091340.0000,47740.0000,15908690.0000,732346325.0000,6131380.0000,726214945.0000,62633663.0000,1019064.0000,61614599.0000,43344686.0000,18161667.0000,25183019.0000,838324674.0000,813012563.0000,27530930.0000
"WINDHAM",1.6400000000000000e+02,1.6300000000000000e+02,549566235.0000,123077865.0000,38183074.0000,1539650.0000,0.0000,798073269.0000,7350555.0000,790722714.0000,92108330.0000,4102260.0000,88006070.0000,79938450.0000,23504660.0000,56433790.0000,970120049.0000,935162574.0000,85706445.0000
"WINDSOR",1.6500000000000000e+02,1.6400000000000000e+02,1628911040.0000,487763590.0000,372810060.0000,4061190.0000,16327080.0000,2533115900.0000,310533324.0000,2222582576.0000,187173933.0000,1952033.0000,185221900.0000,498401457.0000,65157489.0000,433243968.0000,3218691290.0000,2841048444.0000,23242940.0000
"WINDSOR LOCKS",1.6600000000000000e+02,1.6500000000000000e+02,636361340.0000,155799150.0000,152749600.0000,582800.0000,14995700.0000,960636420.0000,3922900.0000,956713520.0000,178886195.0000,5256085.0000,173630110.0000,235288291.0000,118086420.0000,117201871.0000,1374810906.0000,1247545501.0000,147830.0000
"WOLCOTT",1.6700000000000000e+02,1.6600000000000000e+02,1131879278.0000,47343090.0000,31335100.0000,3493580.0000,4683420.0000,1230044918.0000,6120000.0000,1223924918.0000,116843555.0000,1717431.0000,115126124.0000,36905870.0000,12579690.0000,24326180.0000,1383794343.0000,1363377222.0000,11310450.0000
"WOODBRIDGE",1.6800000000000000e+02,1.6700000000000000e+02,968371080.0000,60014500.0000,15871870.0000,531580.0000,924980.0000,1062568830.0000,2189500.0000,1060379330.0000,76721940.0000,308160.0000,76413780.0000,53491920.0000,1371320.0000,52120600.0000,1192782690.0000,1188913710.0000,16854820.0000
"WOODBURY",1.6900000000000000e+02,1.6800000000000000e+02,985526709.0000,86727270.0000,2461880.0000,67300.0000,13617060.0000,1125076269.0000,2141290.0000,1122934979.0000,81399000.0000,546985.0000,80852015.0000,23521106.0000,4581380.0000,18939726.0000,1229996375.0000,1222726720.0000,36676050.0000
"WOODSTOCK",1.7000000000000000e+02,1.6900000000000000e+02,657627910.0000,26542480.0000,8631800.0000,0.0000,0.0000,723594960.0000,6990715.0000,716604245.0000,58463594.0000,265074.0000,58198520.0000,23083028.0000,7517151.0000,15565877.0000,805141582.0000,790368642.0000,30792770.0000
