Municipality,numbered,Comptroller Town Code,County_Identifier,Net Investment In Capital Assets,Unrestricted Net Position,Total Net Position,Change In Net Position,Nonspendable_Fund_Bal,Restricted_Fund_Bal,Committed_Fund_Bal,Assigned_Fund_Bal,Total_Fund_Bal,Unassigned_Fund_Bal,Unrestricted_Fund_Bal,Restatement of Fund Balance (Y or N),Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Prior_Yr_OP_Surplus_(Def)_including_sources_and_uses,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,Deficit - Individual Enterprise Funds (Y or N),Deficit - Individual Internal Service Funds (Y or N),RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,2014 Population,Moody's_Bond_Ratings_Dec_2014,Moody's_Bond_Ratings_July_2014,area lmt,ACGLFY14,EGL,TANF14 Recipients,empl,ACMR,enrollmt
"NORTH HAVEN",1.0200000000000000e+02,1.0100000000000000e+02,"NH",55955494.0000,-2020942.0000,55086251.0000,-1223233.0000,54055.0000,0.0000,0.0000,5309386.0000,13426263.0000,8062822.0000,13372208.0000,"N",10399054.0000,79605043.0000,93673925.0000,53235992.0000,6144329.0000,94428364.0000,0.0000,926404.0000,238906.0000,238906.0000,-993345.0000,-42224.0000,-66941.0000,0.0000,"N","Y",,56330385.0000,56330385.0000,79353113.0000,78477387.0000,9.8896418846227241e-01,81820750.0000,79389796.0000,9.7028927258672160e-01,2.3909000000000000e+04,"Aa1","Aa1",2.0770000000000000e+01,2813316822.0000,3814425243.8000,5.0000000000000000e+01,5.4813137032842581e-02,2.8100000000000001e+01,3.4490100000000002e+03
"NORTH STONINGTON",1.0300000000000000e+02,1.0200000000000000e+02,"NL",9449335.0000,3020249.0000,12893183.0000,774369.0000,49153.0000,0.0000,0.0000,331329.0000,1916995.0000,1536513.0000,1867842.0000,"N",6418043.0000,13514652.0000,20358430.0000,14097174.0000,567938.0000,19006589.0000,1075140.0000,1075140.0000,1302119.0000,1302119.0000,1124862.0000,-252342.0000,1124862.0000,0.0000,"N","N",,902500.0000,902500.0000,13437647.0000,13190809.0000,9.8163086141494860e-01,13913917.0000,13438136.0000,9.6580538751237344e-01,5.2880000000000000e+03,,,5.4299999999999997e+01,524625576.0000,765610254.3000,1.5000000000000000e+01,6.1231510147918819e-02,2.5600000000000001e+01,7.8569000000000005e+02
"NORWALK",1.0400000000000000e+02,1.0300000000000000e+02,"F",299719155.0000,12782086.0000,314841214.0000,23180710.0000,290.0000,0.0000,0.0000,2870095.0000,37483607.0000,34613222.0000,37483317.0000,"N",39957341.0000,281947778.0000,335874995.0000,184591078.0000,26233346.0000,331825440.0000,0.0000,0.0000,0.0000,0.0000,4049555.0000,2287602.0000,4049555.0000,0.0000,"N","N",,219174135.0000,219174135.0000,281643493.0000,277778490.0000,9.8627696681776345e-01,286981224.0000,280290234.0000,9.7668492068317336e-01,8.8145000000000000e+04,"Aaa","Aaa",2.2809999999999999e+01,12804127889.0000,16572378408.4800,3.7500000000000000e+02,5.5840615729976749e-02,2.2141999999999999e+01,1.1290180000000000e+04
"NORWICH",1.0500000000000000e+02,1.0400000000000000e+02,"NL",84303000.0000,24762000.0000,110732000.0000,1055000.0000,0.0000,0.0000,0.0000,498000.0000,10981000.0000,10483000.0000,10981000.0000,"N",44891000.0000,66620000.0000,115388000.0000,77381000.0000,5613000.0000,121158000.0000,7357000.0000,7974000.0000,2418000.0000,2418000.0000,-831000.0000,560000.0000,-214000.0000,0.0000,"N","Y",,41933000.0000,41933000.0000,65922000.0000,63662000.0000,9.6571705955523190e-01,68878000.0000,65266000.0000,9.4755945294578825e-01,4.0178000000000000e+04,"Aa2","Aa2",2.8329999999999998e+01,2423927020.0000,2936727830.1500,8.9700000000000000e+02,8.3621993462457925e-02,2.7230000000000000e+01,5.3802799999999997e+03
"OLD LYME",1.0600000000000000e+02,1.0500000000000000e+02,"NL",15512237.0000,8024680.0000,23536917.0000,1803074.0000,178186.0000,0.0000,368626.0000,0.0000,7091275.0000,6544463.0000,6913089.0000,"N",1293677.0000,31324083.0000,33631039.0000,24314383.0000,493004.0000,32434342.0000,318125.0000,318125.0000,215000.0000,215000.0000,1299822.0000,552865.0000,1299822.0000,0.0000,"N","N",27829605.6188,3225000.0000,31054605.6188,30979275.0000,30602152.0000,9.8782660343084205e-01,31814505.0000,31079508.0000,9.7689742461811047e-01,7.5750000000000000e+03,,,2.3100000000000001e+01,1607851495.0000,2251479918.1800,1.1000000000000000e+01,5.3265524625267666e-02,1.9300000000000001e+01,1.1411700000000001e+03
"OLD SAYBROOK",1.0700000000000000e+02,1.0600000000000000e+02,"M",73491897.0000,-10801846.0000,74133788.0000,-2476806.0000,0.0000,0.0000,0.0000,0.0000,2865764.0000,2865764.0000,2865764.0000,"N",4106868.0000,37831554.0000,42968713.0000,26165008.0000,2197325.0000,42349432.0000,0.0000,18200.0000,1148101.0000,1148101.0000,-528820.0000,808486.0000,-510620.0000,0.0000,"N","N",,31773190.0000,31773190.0000,37813661.0000,37466496.0000,9.9081905875233822e-01,38193814.0000,37675275.0000,9.8642348208534503e-01,1.0217000000000000e+04,"Aa2","Aa2",1.5039999999999999e+01,2488991824.0000,2994856250.3600,1.3000000000000000e+01,5.3320118929633301e-02,1.5199999999999999e+01,1.4173499999999999e+03
"ORANGE",1.0800000000000000e+02,1.0700000000000000e+02,"NH",26739263.0000,10075384.0000,36843851.0000,2146110.0000,13400.0000,0.0000,0.0000,993680.0000,9162109.0000,8155029.0000,9148709.0000,"N",4956456.0000,57810283.0000,64537515.0000,41961871.0000,2473769.0000,63084095.0000,216714.0000,216714.0000,1953715.0000,1953715.0000,-283581.0000,2228124.0000,-283581.0000,0.0000,"N","N",20045864.7130,21491790.0000,41537654.7130,57670976.0000,57174412.0000,9.9138970701657625e-01,58079957.0000,57562039.0000,9.9108267246134496e-01,1.3955000000000000e+04,"Aa1","Aa1",1.7190000000000001e+01,1892490448.0000,2704439982.8600,1.2000000000000000e+01,4.9308562648414586e-02,3.0500000000000000e+01,2.3730200000000000e+03
"OXFORD",1.0900000000000000e+02,1.0800000000000000e+02,"NH",64197589.0000,7404542.0000,71733473.0000,1476926.0000,105258.0000,0.0000,0.0000,706342.0000,6355464.0000,5543864.0000,6250206.0000,"N",8850880.0000,35883902.0000,46017760.0000,30419090.0000,2966279.0000,44767445.0000,0.0000,0.0000,1022563.0000,1022563.0000,227752.0000,1400049.0000,227752.0000,0.0000,"N","N",,24766853.0000,24766853.0000,35064485.0000,34510809.0000,9.8420977807031818e-01,37537710.0000,35419887.0000,9.4358145448936548e-01,1.2914000000000000e+04,"Aa2","Aa2",3.2890000000000001e+01,1408304205.0000,2060045316.9700,1.5000000000000000e+01,5.4195556813357859e-02,2.4750000000000000e+01,2.1018899999999999e+03
"PLAINFIELD",1.1000000000000000e+02,1.0900000000000000e+02,"W",59086305.0000,1447247.0000,60732895.0000,-2415341.0000,9696.0000,0.0000,0.0000,700000.0000,7453516.0000,6743820.0000,7443820.0000,"N",22397613.0000,23881192.0000,48893663.0000,37742762.0000,1740596.0000,48488109.0000,0.0000,5647340.0000,19082.0000,5433568.0000,386472.0000,571509.0000,619326.0000,0.0000,"N","N",,11688692.0000,11688692.0000,23766415.0000,22971580.0000,9.6655637798128158e-01,25153595.0000,23600163.0000,9.3824214789178251e-01,1.5135000000000000e+04,"Aa3","Aa3",4.2259999999999998e+01,835558360.0000,1194642328.5700,1.5600000000000000e+02,8.2571990285648197e-02,2.8359999999999999e+01,2.3499699999999998e+03
"PLAINVILLE",1.1100000000000000e+02,1.1000000000000000e+02,"H",87685962.0000,12470138.0000,101365735.0000,4940738.0000,13767.0000,0.0000,147672.0000,707402.0000,12034496.0000,11165655.0000,12020729.0000,"N",16527208.0000,42459637.0000,60083483.0000,37928248.0000,6026533.0000,57488462.0000,4987858.0000,4987858.0000,2346712.0000,2346712.0000,5236167.0000,2696424.0000,5236167.0000,0.0000,"N","N",,52418042.0000,52418042.0000,41919332.0000,41005002.0000,9.7818834517687447e-01,43888399.0000,41806436.0000,9.5256233885405572e-01,1.7801000000000000e+04,"Aa3","Aa3",9.7599999999999998e+00,1339175184.0000,1884896086.2700,1.1700000000000000e+02,6.2668463611859834e-02,3.1379999999999999e+01,2.3678800000000001e+03
"PLYMOUTH",1.1200000000000000e+02,1.1100000000000000e+02,"L",153245507.0000,13732522.0000,168461287.0000,-2244761.0000,0.0000,0.0000,100000.0000,992663.0000,2880000.0000,1787337.0000,2880000.0000,"Y",13704348.0000,28144326.0000,42564272.0000,26530771.0000,2930565.0000,41549134.0000,0.0000,3921175.0000,978380.0000,4756218.0000,36758.0000,194457.0000,180095.0000,-278349.0000,"N","N",,25325000.0000,25325000.0000,26796701.0000,26084373.0000,9.7299999999999998e-01,29590415.0000,27402886.0000,9.2600000000000005e-01,1.1914000000000000e+04,"Aa3","Aa3",2.1719999999999999e+01,757086852.0000,1029418266.4100,7.5000000000000000e+01,7.9284649776453053e-02,3.5450000000000003e+01,1.7482500000000000e+03
"POMFRET",1.1300000000000000e+02,1.1200000000000000e+02,"W",11346229.0000,1833626.0000,14197542.0000,164887.0000,0.0000,0.0000,0.0000,419108.0000,1635920.0000,1216812.0000,1635920.0000,"N",4658385.0000,8638528.0000,13523183.0000,10876672.0000,422839.0000,12804637.0000,74302.0000,74302.0000,375111.0000,375111.0000,417737.0000,254491.0000,417737.0000,0.0000,"N","N",,4459000.0000,4459000.0000,8549374.0000,8419442.0000,9.8480216212321514e-01,8767882.0000,8534300.0000,9.7335935862275513e-01,4.1790000000000000e+03,,,4.0289999999999999e+01,358044798.0000,424281527.5400,6.0000000000000000e+00,4.8202614379084970e-02,2.3789999999999999e+01,6.3325999999999999e+02
"PORTLAND",1.1400000000000000e+02,1.1300000000000000e+02,"M",60331773.0000,6442935.0000,67289046.0000,1616812.0000,0.0000,0.0000,136565.0000,321620.0000,5397975.0000,4939790.0000,5397975.0000,"N",6797856.0000,24993223.0000,32710977.0000,20983986.0000,2520086.0000,31489904.0000,37215.0000,37215.0000,1520441.0000,1520441.0000,-262153.0000,907092.0000,-262153.0000,0.0000,"N","N",,15905860.0000,15905860.0000,24985915.0000,24610035.0000,9.8495632439316316e-01,25576819.0000,24838684.0000,9.7114046903174311e-01,9.4440000000000000e+03,"Aa3","Aa3",2.3399999999999999e+01,795869961.0000,1123640030.4500,2.6000000000000000e+01,5.3854666174843233e-02,3.1280000000000001e+01,1.4355400000000000e+03
"PRESTON",1.1500000000000000e+02,1.1400000000000000e+02,"NL",7434978.0000,5257894.0000,13291839.0000,-3820756.0000,19075.0000,2112.0000,0.0000,551338.0000,3374066.0000,2801541.0000,3352879.0000,"N",6093850.0000,9159588.0000,16298468.0000,12065450.0000,650535.0000,15917645.0000,5.0000,5.0000,123853.0000,123853.0000,256975.0000,554730.0000,256975.0000,0.0000,"N","N",,6373000.0000,6373000.0000,9137163.0000,8938446.0000,9.7825178340366703e-01,9325903.0000,9071134.0000,9.7268157303373193e-01,4.7480000000000000e+03,,,3.0890000000000001e+01,381825751.0000,545559501.4300,1.9000000000000000e+01,6.7901234567901231e-02,2.3699999999999999e+01,6.1713999999999999e+02
"PROSPECT",1.1600000000000000e+02,1.1500000000000000e+02,"NH",15734848.0000,1099874.0000,18214012.0000,144791.0000,0.0000,0.0000,0.0000,0.0000,801598.0000,801598.0000,801598.0000,"N",5891822.0000,22805109.0000,29173307.0000,21486385.0000,508886.0000,29373789.0000,244748.0000,244748.0000,0.0000,0.0000,44266.0000,439345.0000,44266.0000,0.0000,"N","N",16830431.5115,1412911.0000,18243342.5115,22589086.0000,22347735.0000,9.8931559249453471e-01,22941739.0000,22581101.0000,9.8428026750718423e-01,9.7230000000000000e+03,"A2","A2",1.4320000000000000e+01,806651649.0000,1192847705.5100,1.6000000000000000e+01,5.2221214868540346e-02,2.8079999999999998e+01,1.4312000000000000e+03
"PUTNAM",1.1700000000000000e+02,1.1600000000000000e+02,"W",25136266.0000,6941449.0000,32953834.0000,929900.0000,0.0000,0.0000,83193.0000,0.0000,3951997.0000,3868804.0000,3951997.0000,"N",11342659.0000,9547593.0000,24576186.0000,19139288.0000,0.0000,23898515.0000,0.0000,0.0000,211462.0000,211462.0000,466209.0000,649248.0000,466209.0000,0.0000,"N","N",,0.0000,0.0000,9474026.0000,9222055.0000,9.7340402063494447e-01,10084358.0000,9421420.0000,9.3426076305502048e-01,9.4160000000000000e+03,,,2.0289999999999999e+01,627661365.0000,789672372.0100,1.3000000000000000e+02,7.6188499065808601e-02,1.5070000000000000e+01,1.2263599999999999e+03
"REDDING",1.1800000000000000e+02,1.1700000000000000e+02,"F",37246394.0000,10220417.0000,47466811.0000,2256106.0000,1272748.0000,0.0000,208822.0000,91466.0000,7160082.0000,5587046.0000,5887334.0000,"Y",3801388.0000,45676124.0000,50860131.0000,36823250.0000,2049173.0000,50114162.0000,0.0000,34549.0000,104856.0000,104856.0000,641113.0000,1566980.0000,675662.0000,0.0000,"N","N",8596951.7846,16675774.0000,25272725.7846,45791419.0000,45142235.0000,9.8582302068429017e-01,47863770.0000,45509612.0000,9.5081544976503107e-01,9.3090000000000000e+03,"Aa1","Aa1",3.1500000000000000e+01,1626710439.0000,2323953484.2900,1.0000000000000000e+00,4.8626744709590275e-02,2.8949999999999999e+01,1.6086099999999999e+03
"RIDGEFIELD",1.1900000000000000e+02,1.1800000000000000e+02,"F",93277534.0000,20978070.0000,114297377.0000,2668602.0000,0.0000,0.0000,0.0000,3158728.0000,16056289.0000,12897561.0000,16056289.0000,"N",15098029.0000,116757863.0000,140890400.0000,92761909.0000,13496025.0000,138504979.0000,25000.0000,25000.0000,1005216.0000,1005216.0000,1405205.0000,-972177.0000,1405205.0000,0.0000,"N","N",,88549410.0000,88549410.0000,116316191.0000,114821477.0000,9.8714956200723591e-01,120216062.0000,116060197.0000,9.6543003546397987e-01,2.5205000000000000e+04,"Aaa","Aaa",3.4430000000000000e+01,4618881301.0000,6598704715.7100,2.0000000000000000e+00,4.7639338673938977e-02,2.5379999999999999e+01,5.2598000000000002e+03
"ROCKY HILL",1.2000000000000000e+02,1.1900000000000000e+02,"H",34660436.0000,-3173619.0000,31537233.0000,-548488.0000,0.0000,0.0000,0.0000,1552335.0000,6138851.0000,4586516.0000,6138851.0000,"N",10206932.0000,57822637.0000,70428000.0000,35566626.0000,1671560.0000,67982450.0000,0.0000,0.0000,2177382.0000,2177382.0000,268168.0000,1569230.0000,268168.0000,0.0000,"N","N",,11963170.0000,11963170.0000,57774467.0000,57170357.0000,9.8954365083108431e-01,58569423.0000,57664467.0000,9.8454900264255629e-01,2.0094000000000000e+04,"Aa2","Aa2",1.3449999999999999e+01,2161927354.0000,2784951675.3600,5.7000000000000000e+01,4.8956590648938980e-02,2.6600000000000001e+01,2.5887600000000002e+03
"ROXBURY",1.2100000000000000e+02,1.2000000000000000e+02,"L",11229655.0000,3045592.0000,16213980.0000,222305.0000,0.0000,0.0000,120878.0000,223957.0000,2104312.0000,1759477.0000,2104312.0000,"N",268555.0000,9248574.0000,9940141.0000,6790721.0000,0.0000,9352838.0000,0.0000,0.0000,314458.0000,314458.0000,272845.0000,244995.0000,272845.0000,0.0000,"N","N",789905.9832,0.0000,789905.9832,9159490.0000,9082670.0000,9.9161307016001987e-01,9265085.0000,9169882.0000,9.8972454111322239e-01,2.2010000000000000e+03,,,2.6219999999999999e+01,694043380.0000,991561414.2900,0.0000000000000000e+00,3.8753799392097263e-02,1.3300000000000001e+01,2.4709999999999999e+02
"SALEM",1.2200000000000000e+02,1.2100000000000000e+02,"NL",14131020.0000,2786826.0000,18965610.0000,1355564.0000,0.0000,29938.0000,0.0000,0.0000,2037154.0000,2007216.0000,2007216.0000,"N",4567932.0000,10971381.0000,15811096.0000,11258315.0000,3791919.0000,14458144.0000,381536.0000,381536.0000,983675.0000,983675.0000,750813.0000,-127358.0000,750813.0000,0.0000,"N","N",,5900000.0000,5900000.0000,10872146.0000,10635143.0000,9.7820089980395775e-01,11198825.0000,10833969.0000,9.6742015345359889e-01,4.1840000000000000e+03,"A1","A1",2.8949999999999999e+01,360941990.0000,489335927.7400,1.3000000000000000e+01,6.1465721040189124e-02,3.0100000000000001e+01,6.7499000000000001e+02
"SALISBURY",1.2300000000000000e+02,1.2200000000000000e+02,"L",13729934.0000,6204496.0000,22939019.0000,1899105.0000,0.0000,44361.0000,39963.0000,601300.0000,1983271.0000,1297647.0000,1938910.0000,"N",996819.0000,12090458.0000,13887956.0000,8414292.0000,435233.0000,12305026.0000,0.0000,0.0000,1466999.0000,1466999.0000,115931.0000,85783.0000,115931.0000,0.0000,"N","N",1155869.1469,2998815.0000,4154684.1469,12045991.0000,11973357.0000,9.9397027608604394e-01,12179313.0000,12045988.0000,9.8905315923812775e-01,3.6650000000000000e+03,,,5.7320000000000000e+01,1156066100.0000,1569991945.2400,6.0000000000000000e+00,4.0201005025125629e-02,1.0400000000000000e+01,3.4722000000000003e+02
"SCOTLAND",1.2400000000000000e+02,1.2300000000000000e+02,"W",11637393.0000,1137521.0000,12963294.0000,130532.0000,250.0000,0.0000,0.0000,45742.0000,870927.0000,824935.0000,870677.0000,"N",1995387.0000,3968275.0000,6029452.0000,4498536.0000,391210.0000,5905026.0000,1136.0000,1136.0000,87939.0000,87939.0000,37623.0000,130849.0000,37623.0000,0.0000,"N","N",0.0000,2930000.0000,2930000.0000,3933365.0000,3810909.0000,9.6886736928812867e-01,4100200.0000,3902898.0000,9.5187990829715619e-01,1.6940000000000000e+03,"A1","A1",1.8609999999999999e+01,127867900.0000,153397639.8400,8.0000000000000000e+00,5.5966209081309400e-02,3.0359999999999999e+01,2.2538000000000000e+02
"SEYMOUR",1.2500000000000000e+02,1.2400000000000000e+02,"NH",57321414.0000,-2560828.0000,54761586.0000,-1475672.0000,0.0000,0.0000,0.0000,458652.0000,5069954.0000,4611302.0000,5069954.0000,"N",15102416.0000,40467801.0000,56791772.0000,35087291.0000,5181212.0000,56557388.0000,0.0000,0.0000,508349.0000,508349.0000,-273965.0000,931889.0000,-273965.0000,0.0000,"N","N",,37780209.0000,37780209.0000,40243964.0000,39447706.0000,9.8021422541775460e-01,41977554.0000,40106962.0000,9.5543828018183241e-01,1.6537000000000000e+04,"Aa3","Aa3",1.4570000000000000e+01,1208751805.0000,1663013491.7400,6.4000000000000000e+01,7.0634037819799780e-02,3.3229999999999997e+01,2.4319699999999998e+03
"SHARON",1.2600000000000000e+02,1.2500000000000000e+02,"L",5080385.0000,5799221.0000,10879606.0000,996762.0000,0.0000,0.0000,171526.0000,1800.0000,3500302.0000,3326976.0000,3500302.0000,"N",611714.0000,10110941.0000,11152815.0000,6377957.0000,893530.0000,10404809.0000,12200.0000,12200.0000,209532.0000,209532.0000,550674.0000,1030566.0000,550674.0000,0.0000,"N","N",829585.9498,7082642.0000,7912227.9498,9957533.0000,9733404.0000,9.7749151320914529e-01,10560681.0000,9948137.0000,9.4199767988446959e-01,2.7250000000000000e+03,"Aa2","Aa2",5.8700000000000003e+01,851634816.0000,985900863.7300,6.0000000000000000e+00,4.3032786885245901e-02,1.1699999999999999e+01,2.3869999999999999e+02
"SHELTON",1.2700000000000000e+02,1.2600000000000000e+02,"F",160235713.0000,3194762.0000,163742322.0000,7945601.0000,683683.0000,0.0000,6085821.0000,212000.0000,19256049.0000,12274545.0000,18572366.0000,"N",15826286.0000,102904882.0000,123167743.0000,74300492.0000,12146413.0000,125754159.0000,240000.0000,5975080.0000,1151019.0000,1151019.0000,-3497435.0000,3083374.0000,2237645.0000,0.0000,"N","Y",,55373222.0000,55373222.0000,100175548.0000,99057452.0000,9.8883863355556589e-01,103107245.0000,100635849.0000,9.7603082111252226e-01,4.1295000000000000e+04,"Aa2","Aa2",3.0570000000000000e+01,4495499170.0000,6470363304.5400,1.3400000000000000e+02,6.3161240521273213e-02,2.2309999999999999e+01,5.1504499999999998e+03
"SHERMAN",1.2800000000000000e+02,1.2700000000000000e+02,"F",11944698.0000,1858799.0000,13814247.0000,589412.0000,131.0000,10750.0000,0.0000,0.0000,1465308.0000,1454427.0000,1454427.0000,"N",1382841.0000,12923314.0000,14677745.0000,9540965.0000,1335945.0000,14044616.0000,0.0000,0.0000,361065.0000,361065.0000,272064.0000,317584.0000,272064.0000,0.0000,"N","N",,10720000.0000,10720000.0000,12878481.0000,12788379.0000,9.9300367799587541e-01,12995380.0000,12859505.0000,9.8954436114988553e-01,3.6710000000000000e+03,"Aa2","Aa2",2.1800000000000001e+01,763304091.0000,970811488.3600,0.0000000000000000e+00,4.9180327868852458e-02,1.6844999999999999e+01,5.6372000000000003e+02
"SIMSBURY",1.2900000000000000e+02,1.2800000000000000e+02,"H",97320295.0000,36871686.0000,134191981.0000,4494813.0000,0.0000,2368.0000,0.0000,21309.0000,11635198.0000,11611521.0000,11632830.0000,"N",14265662.0000,83460141.0000,99794245.0000,73703266.0000,7557907.0000,98275421.0000,256150.0000,256150.0000,2140354.0000,2140354.0000,-365380.0000,1404070.0000,-365380.0000,0.0000,"N","N",,38609436.0000,38609436.0000,83294253.0000,82960550.0000,9.9599368518257791e-01,84011299.0000,83262673.0000,9.9108898435197390e-01,2.3975000000000000e+04,"Aaa","Aaa",3.3880000000000003e+01,2234667295.0000,3192698507.1400,2.7000000000000000e+01,4.3213253106196767e-02,3.7289999999999999e+01,4.4455299999999997e+03
"SOMERS",1.3000000000000000e+02,1.2900000000000000e+02,"T",41657339.0000,6129427.0000,48419256.0000,2283245.0000,185098.0000,0.0000,846845.0000,160167.0000,6816289.0000,5624179.0000,6631191.0000,"N",12786529.0000,19400489.0000,32941084.0000,23416325.0000,1815635.0000,32073915.0000,240000.0000,240000.0000,391746.0000,391746.0000,715423.0000,986118.0000,715423.0000,0.0000,"N","N",,13274331.0000,13274331.0000,19288638.0000,19038264.0000,9.8701961227122414e-01,19667394.0000,19212151.0000,9.7685290689757875e-01,1.1303000000000000e+04,"Aa2","Aa2",2.8340000000000000e+01,834794596.0000,1110037653.4900,3.2000000000000000e+01,5.4740957966764418e-02,2.3370000000000001e+01,1.5186300000000001e+03
"SOUTH WINDSOR",1.3100000000000000e+02,1.3200000000000000e+02,"H",119779406.0000,15658845.0000,135438251.0000,2179422.0000,18722.0000,0.0000,0.0000,1772742.0000,7029505.0000,5238041.0000,7010783.0000,"N",22758513.0000,86482924.0000,110615994.0000,76012600.0000,5598435.0000,109559718.0000,60310.0000,128483.0000,831980.0000,831980.0000,284606.0000,1623389.0000,352779.0000,0.0000,"N","N",,61644876.0000,61644876.0000,86279650.0000,85042713.0000,9.8566362983623601e-01,89489916.0000,85767216.0000,9.5840089960526953e-01,2.5823000000000000e+04,"Aa2","Aa2",2.7960000000000001e+01,2466560488.0000,3525312497.1400,3.8000000000000000e+01,5.1400187171549927e-02,3.4899999999999999e+01,4.4634399999999996e+03
"SOUTHBURY",1.3200000000000000e+02,1.3000000000000000e+02,"NH",77678781.0000,19488940.0000,97167721.0000,630789.0000,23816.0000,0.0000,618080.0000,5731679.0000,7101161.0000,727586.0000,7077345.0000,"N",3431029.0000,55282468.0000,60253578.0000,42098268.0000,1382295.0000,58232375.0000,100000.0000,100000.0000,3436240.0000,3436240.0000,-1315037.0000,826046.0000,-1315037.0000,0.0000,"N","N",12300438.2604,8501142.0000,20801580.2604,55288750.0000,54873599.0000,9.9249122108928123e-01,55959976.0000,55287784.0000,9.8798798627075890e-01,1.9881000000000000e+04,"Aa2","Aa2",3.9060000000000002e+01,2099284584.0000,3000056220.0000,2.2000000000000000e+01,5.7058085130663017e-02,2.6399999999999999e+01,2.7555599999999999e+03
"SOUTHINGTON",1.3300000000000000e+02,1.3100000000000000e+02,"H",145586000.0000,6165000.0000,152463000.0000,23545000.0000,64000.0000,0.0000,0.0000,5252000.0000,21531000.0000,16215000.0000,21467000.0000,"N",33581000.0000,103597000.0000,141396000.0000,95632000.0000,6850000.0000,137030000.0000,69000.0000,789000.0000,3510000.0000,3510000.0000,925000.0000,3222000.0000,1645000.0000,0.0000,"N","N",,88234000.0000,88234000.0000,102716000.0000,101432000.0000,9.8749951322091978e-01,105298000.0000,102752000.0000,9.7582100324792498e-01,4.3815000000000000e+04,"Aa2","Aa2",3.5990000000000002e+01,3731644512.0000,5286801017.1900,1.5400000000000000e+02,5.4763286626316222e-02,2.7460000000000001e+01,6.7513500000000004e+03
"SPRAGUE",1.3400000000000000e+02,1.3300000000000000e+02,"NL",16535067.0000,417485.0000,17354411.0000,721933.0000,14992.0000,0.0000,0.0000,37886.0000,703796.0000,650918.0000,688804.0000,"N",4106057.0000,5025077.0000,9273811.0000,6657148.0000,368790.0000,8907490.0000,684151.0000,684151.0000,135424.0000,784993.0000,915048.0000,-6820.0000,265479.0000,0.0000,"N","N",,8253226.0000,8253226.0000,4946649.0000,4824024.0000,9.7521049098086399e-01,5228268.0000,4977714.0000,9.5207705496351758e-01,2.9800000000000000e+03,"A2","A2",1.3210000000000001e+01,163859991.0000,234574730.0000,5.8000000000000000e+01,7.8287461773700301e-02,3.0000000000000000e+01,4.4520999999999998e+02
"STAFFORD",1.3500000000000000e+02,1.3400000000000000e+02,"T",80884281.0000,6353770.0000,90378316.0000,2049868.0000,0.0000,0.0000,1133353.0000,250211.0000,5747057.0000,4363493.0000,5747057.0000,"Y",14681202.0000,25436394.0000,41652637.0000,29246051.0000,2002224.0000,40918071.0000,210000.0000,5782029.0000,4004500.0000,5639500.0000,-3059934.0000,1728940.0000,877095.0000,0.0000,"N","N",,22464406.0000,22464406.0000,25257188.0000,24296846.0000,9.6197747746106965e-01,27615488.0000,25516848.0000,9.2400496417083056e-01,1.1881000000000000e+04,"A1","A1",5.7950000000000003e+01,763713549.0000,1046410610.7300,5.1000000000000000e+01,6.7873969375736157e-02,3.3060000000000002e+01,1.6521199999999999e+03
"STAMFORD",1.3600000000000000e+02,1.3500000000000000e+02,"F",349463398.0000,-7777641.0000,345248087.0000,17708882.0000,2502277.0000,0.0000,1211283.0000,27462937.0000,33168310.0000,1991813.0000,30666033.0000,"Y",54069259.0000,448384626.0000,536955206.0000,276434644.0000,53189935.0000,487288900.0000,3079068.0000,3079068.0000,52243953.0000,52243953.0000,501421.0000,2296988.0000,501421.0000,0.0000,"N","Y",,380989264.0000,380989264.0000,447390857.0000,441572247.0000,9.8699434753982918e-01,458081622.0000,448311184.0000,9.7867096707058032e-01,1.2827800000000000e+05,"Aa1","Aa1",3.7710000000000001e+01,18839166277.0000,27068336287.1400,8.2000000000000000e+02,5.4873887348076730e-02,2.4039999999999999e+01,1.5623600000000000e+04
"STERLING",1.3700000000000000e+02,1.3600000000000000e+02,"W",23657516.0000,1182940.0000,25155504.0000,-342853.0000,0.0000,19318.0000,0.0000,0.0000,2760442.0000,2741124.0000,2741124.0000,"N",4291324.0000,7182560.0000,11629061.0000,8540868.0000,932206.0000,11108809.0000,595.0000,595.0000,319151.0000,319151.0000,201696.0000,154459.0000,201696.0000,0.0000,"N","N",,8690000.0000,8690000.0000,7067575.0000,6795925.0000,9.6156390275306591e-01,7432274.0000,7022901.0000,9.4491954952145196e-01,3.7730000000000000e+03,"A1","A1",2.7230000000000000e+01,224123451.0000,320405687.1400,3.1000000000000000e+01,8.5925925925925919e-02,3.1500000000000000e+01,6.3270000000000005e+02
