"Town","Gross Residential Grand List","Gross Commercial Grand List","Gross Industrial Grand List","Total Gross Grand List","Year"
"Portland",389745560,47923790,11713380,556203940,"SFY 2005-2006"
"Preston",208967000,12463800,1751400,278739069,"SFY 2005-2006"
"Prospect",397812970,29446710,10091582,528923572,"SFY 2005-2006"
"Putnam",271540400,65340100,37762600,490473480,"SFY 2005-2006"
"Redding",1204395150,70206900,4320730,1470035857,"SFY 2005-2006"
"Ridgefield",3392966656,213841074,138369035,4132783566,"SFY 2005-2006"
"Rocky Hill",930349630,320073940,79223400,1619225120,"SFY 2005-2006"
"Roxbury",447763180,1397530,0,485783070,"SFY 2005-2006"
"Salem",206520930,12917880,1041890,271237473,"SFY 2005-2006"
"Salisbury",432685990,29652830,0,648626080,"SFY 2005-2006"
"Scotland",76185480,1153920,0,93961564,"SFY 2005-2006"
"Seymour",696824870,55666930,34232310,971465990,"SFY 2005-2006"
"Sharon",425564060,26412700,0,527052475,"SFY 2005-2006"
"Shelton",2185005380,434473690,135469350,3346015420,"SFY 2005-2006"
"Sherman",529127357,5163830,0,647335365,"SFY 2005-2006"
"Simsbury",1456272190,199758723,9450575,1954549124,"SFY 2005-2006"
"Somers",608002355,20944080,6708700,729062100,"SFY 2005-2006"
"Southbury",1459539620,228830750,8871640,2004370978,"SFY 2005-2006"
"Southington",1860323581,281953240,79329894,2739209843,"SFY 2005-2006"
"South Windsor",1375877392,164822521,178769769,2067083970,"SFY 2005-2006"
"Sprague",120253721,19919800,0,206818837,"SFY 2005-2006"
"Stafford",325195680,31544320,15908590,537053143,"SFY 2005-2006"
"Stamford",6258680100,2376033600,410987560,11226848295,"SFY 2005-2006"
"Sterling",110024390,3407740,7462720,173893181,"SFY 2005-2006"
"Stonington",1473043220,288792760,28986700,2068696130,"SFY 2005-2006"
"Stratford",3291364190,350072020,264463080,4595015228,"SFY 2005-2006"
"Suffield",836199850,38759840,34515320,1059962519,"SFY 2005-2006"
"Thomaston",236706717,26436265,24575440,405499762,"SFY 2005-2006"
"Thompson",459778000,14059000,7338500,637297693,"SFY 2005-2006"
"Tolland",952726800,42099400,21177600,1153504504,"SFY 2005-2006"
"Torrington",1234251280,206360340,68320800,1905678564,"SFY 2005-2006"
"Trumbull",2407288924,244002045,227876386,3376366049,"SFY 2005-2006"
"Union",49566640,2362160,176800,68053351,"SFY 2005-2006"
"Vernon",760655646,161702345,19953450,1298884926,"SFY 2005-2006"
"Voluntown",93130240,3067420,42980,128630746,"SFY 2005-2006"
"Wallingford",1826553920,456452600,195688900,3223776416,"SFY 2005-2006"
"Warren",154916170,3700970,0,198582400,"SFY 2005-2006"
"Washington",705907560,28950080,450630,933991580,"SFY 2005-2006"
"Waterbury",1896634600,665178037,135946738,3493408277,"SFY 2005-2006"
"Waterford",1143720870,667700010,52117510,2649317390,"SFY 2005-2006"
"Watertown",1165165200,80430000,101776600,1633507093,"SFY 2005-2006"
"Westbrook",565832410,81791280,26078250,803698739,"SFY 2005-2006"
"West Hartford",2560181470,448469830,63513410,3694555360,"SFY 2005-2006"
"West Haven",1154229920,173908910,133789880,1904202512,"SFY 2005-2006"
"Weston",2187402290,17488420,0,2401848214,"SFY 2005-2006"
"Westport",4808448212,622227730,0,5979290022,"SFY 2005-2006"
"Wethersfield",1525041300,168766000,16389300,1989269110,"SFY 2005-2006"
"Willington",222076160,46909830,3775300,378661680,"SFY 2005-2006"
"Wilton",2913224810,436969370,0,3729956945,"SFY 2005-2006"
"Winchester",383676040,45564610,15979600,580858844,"SFY 2005-2006"
"Windham",344761165,95617865,27343920,680650900,"SFY 2005-2006"
"Windsor",1272280520,323775700,190391740,2331472237,"SFY 2005-2006"
"Windsor Locks",503696140,130457300,138180700,1169386926,"SFY 2005-2006"
"Wolcott",681514420,43987110,24893050,897016640,"SFY 2005-2006"
"Woodbridge",990486180,57229130,11227680,1177158808,"SFY 2005-2006"
"Woodbury",816151010,46600960,15093210,1002790883,"SFY 2005-2006"
"Woodstock",348101900,12378190,10146830,452989711,"SFY 2005-2006"
"Andover",139863880,2692150,773600,178187582,"SFY 2006-2007"
"Ansonia",603402000,56370400,14720100,813827058,"SFY 2006-2007"
"Ashford",186546250,7475170,966030,242097308,"SFY 2006-2007"
"Avon",1679082470,228738170,27563700,2209565740,"SFY 2006-2007"
"Barkhamsted",215168680,13472140,2234070,296354150,"SFY 2006-2007"
"Beacon Falls",230753350,7000510,23119700,327101368,"SFY 2006-2007"
"Berlin",1036664290,180753100,98571100,1698126010,"SFY 2006-2007"
"Bethany",437441800,16835458,7685680,521581207,"SFY 2006-2007"
"Bethel",1137182962,155280710,61979630,1627633759,"SFY 2006-2007"
"Bethlehem",298226870,7632700,4425850,353607948,"SFY 2006-2007"
"Bloomfield",917364018,274335610,122711870,1761266692,"SFY 2006-2007"
"Bolton",316219390,15572730,5368230,392133100,"SFY 2006-2007"
"Bozrah",106784010,7469990,17884270,186985103,"SFY 2006-2007"
"Branford",2481923490,362176690,97058990,3302513634,"SFY 2006-2007"
"Bridgeport",3199608863,719970983,188631434,5389073132,"SFY 2006-2007"
"Bridgewater",285188000,3256000,0,316819664,"SFY 2006-2007"
"Bristol",1860576130,275555320,175286250,3144343930,"SFY 2006-2007"
"Brookfield",1305788680,183102890,90518820,1847940400,"SFY 2006-2007"
"Brooklyn",354610240,27752630,3777050,482458432,"SFY 2006-2007"
"Burlington",620371910,10760610,2694790,751968432,"SFY 2006-2007"
"Canaan",70004300,4431490,2612900,118667580,"SFY 2006-2007"
"Canterbury",271883400,7479264,2173600,340854231,"SFY 2006-2007"
"Canton",658097280,104401300,5956890,892462383,"SFY 2006-2007"
"Chaplin",91333700,7169800,0,125624230,"SFY 2006-2007"
"Cheshire",1865753030,145503880,150041930,2515540914,"SFY 2006-2007"
"Chester",289733800,50511000,16066200,420889630,"SFY 2006-2007"
"Clinton",1271837589,149804159,31186500,1644926055,"SFY 2006-2007"
"Colchester",614435310,62641870,8637100,866314163,"SFY 2006-2007"
"Colebrook",153681700,1353350,750500,183435331,"SFY 2006-2007"
"Columbia",275958420,13571100,3604300,354669746,"SFY 2006-2007"
"Cornwall",168269480,5870780,0,244402970,"SFY 2006-2007"
"Coventry",680169610,18732770,3089440,825087350,"SFY 2006-2007"
"Cromwell",695240430,139939030,22686980,1031941470,"SFY 2006-2007"
"Danbury",3727615600,1145300700,321574700,6210479700,"SFY 2006-2007"
"Darien",5573419632,405913440,0,6407397435,"SFY 2006-2007"
"Deep River",403341260,26068910,10971100,509377911,"SFY 2006-2007"
"Derby",627336980,123651240,15255070,903978705,"SFY 2006-2007"
"Durham",525420840,16359161,11766440,748258240,"SFY 2006-2007"
"Eastford",73967545,4963280,1595510,104391586,"SFY 2006-2007"
"East Granby",306530700,15734700,59066700,494564480,"SFY 2006-2007"
"East Haddam",466731770,31933520,4191790,683294281,"SFY 2006-2007"
"East Hampton",873935560,37387270,10998100,1069892119,"SFY 2006-2007"
"East Hartford",1113873780,291708600,240194260,2454782740,"SFY 2006-2007"
"East Haven",888355930,123571480,32231310,1266345875,"SFY 2006-2007"
"East Lyme",1129338175,88555084,13440630,1419354688,"SFY 2006-2007"
"Easton",1117517460,25295090,907610,1241783111,"SFY 2006-2007"
"East Windsor",398117695,124023119,66816840,771970875,"SFY 2006-2007"
"Ellington",885387180,58271110,18124826,1147543559,"SFY 2006-2007"
"Enfield",1211027904,314195180,126076170,2120136767,"SFY 2006-2007"
"Essex",787005800,101809000,32640400,1015293672,"SFY 2006-2007"
"Fairfield",9894210440,970016460,49803530,11706984446,"SFY 2006-2007"
"Farmington",1669721273,498791735,80258490,2718611370,"SFY 2006-2007"
"Franklin",100677230,26356185,6032710,178385733,"SFY 2006-2007"
"Glastonbury",2239357610,349429400,25082300,3042965840,"SFY 2006-2007"
"Goshen",341389830,9181780,295240,388774460,"SFY 2006-2007"
"Granby",618363380,32430720,3550050,826736600,"SFY 2006-2007"
"Greenwich",26217818340,4129290690,109671380,32864815996,"SFY 2006-2007"
"Griswold",351640104,28140366,7184590,500507688,"SFY 2006-2007"
"Groton",1343138250,282605406,474402360,2974569819,"SFY 2006-2007"
"Guilford",2114186722,137339410,22584720,2534815434,"SFY 2006-2007"
"Haddam",635809330,20913370,6172070,844124465,"SFY 2006-2007"
"Hamden",3119493832,402259021,59554360,4255669760,"SFY 2006-2007"
"Hampton",96443700,1530300,0,118861827,"SFY 2006-2007"
"Hartford",910348268,1258172258,75764620,3575226148,"SFY 2006-2007"
"Hartland",145549290,638720,0,190946400,"SFY 2006-2007"
"Harwinton",369425660,9031640,2278770,467732985,"SFY 2006-2007"
"Hebron",492385570,17829870,702270,604736127,"SFY 2006-2007"
"Kent",355868400,35459310,0,468352241,"SFY 2006-2007"
"Killingly",454798495,68094508,160376040,1195484358,"SFY 2006-2007"
"Killingworth",492082060,14551430,981460,582298175,"SFY 2006-2007"
"Lebanon",379326400,12592660,2733520,490352654,"SFY 2006-2007"
"Ledyard",899249499,41725077,9916830,1148253399,"SFY 2006-2007"
"Lisbon",160103980,45293970,1807660,278752575,"SFY 2006-2007"
"Litchfield",689892130,77342172,4881160,875726078,"SFY 2006-2007"
"Lyme",457949647,3524600,0,509200824,"SFY 2006-2007"
"Madison",2109562390,119209810,2465300,2442634119,"SFY 2006-2007"
"Manchester",1487032610,544581200,169242620,3019515988,"SFY 2006-2007"
"Mansfield",670168950,72128240,1288070,889411562,"SFY 2006-2007"
"Marlborough",520241840,28447160,2185960,608596851,"SFY 2006-2007"
"Meriden",1395513090,423332220,78727670,2561230945,"SFY 2006-2007"
"Middlebury",514000083,86335901,8969675,719448910,"SFY 2006-2007"
"Middlefield",231267000,14333610,12611300,327362640,"SFY 2006-2007"
"Middletown",1385751765,322234318,86300050,2688640533,"SFY 2006-2007"
"Milford",2469876064,424197750,139242880,3908048307,"SFY 2006-2007"
"Monroe",1645512158,120099900,29935960,2084807070,"SFY 2006-2007"
"Montville",627065750,78083410,26539060,1045046444,"SFY 2006-2007"
"Morris",279299500,8424440,1574000,333956250,"SFY 2006-2007"
"Naugatuck",986529940,98457740,58627230,1450319830,"SFY 2006-2007"
"New Britain",1220340920,245035570,71934920,2131381628,"SFY 2006-2007"
"New Canaan",6085926100,331178500,4872600,6816376095,"SFY 2006-2007"
"New Fairfield",1653399760,31879000,2159900,1818168483,"SFY 2006-2007"
"New Hartford",440661860,22108290,8395730,564948734,"SFY 2006-2007"
"New Haven",1819398620,1292460160,231858830,4192456244,"SFY 2006-2007"
"Newington",1697197790,373245830,91729040,2610643693,"SFY 2006-2007"
"New London",698866192,360269789,107590140,1374060887,"SFY 2006-2007"
"New Milford",2167567490,242884190,104461700,3024528130,"SFY 2006-2007"
"Newtown",2468458950,141826080,62180230,3010972721,"SFY 2006-2007"
"Norfolk",143240460,7139320,0,205867364,"SFY 2006-2007"
"North Branford",991126359,76030840,35203700,1270375458,"SFY 2006-2007"
"North Canaan",115269290,27072770,21233980,263124180,"SFY 2006-2007"
"North Haven",1871329564,336107989,232128180,2927158140,"SFY 2006-2007"
"North Stonington",429118550,48307700,6589660,596612976,"SFY 2006-2007"
"Norwalk",7133970673,1780613819,223880580,10529937239,"SFY 2006-2007"
"Norwich",1066155100,263986000,62650000,1811587796,"SFY 2006-2007"
"Old Lyme",1291286835,66946285,591500,1483033690,"SFY 2006-2007"
"Old Saybrook",1520604800,187970000,16578700,1916405495,"SFY 2006-2007"
"Orange",883997800,285365700,69506000,1455487631,"SFY 2006-2007"
"Oxford",1074491590,34101690,27345070,1282949115,"SFY 2006-2007"
"Plainfield",424079440,61129090,72416620,743201370,"SFY 2006-2007"
"Plainville",519454860,146634680,65965940,990488910,"SFY 2006-2007"
"Plymouth",386554570,22969710,19309470,560669955,"SFY 2006-2007"
"Pomfret",263620430,11365766,9464100,337070177,"SFY 2006-2007"
"Portland",399027510,48201850,11638060,567194310,"SFY 2006-2007"
"Preston",218523700,12990400,1751400,292985748,"SFY 2006-2007"
"Prospect",641755365,35593110,11917692,786684971,"SFY 2006-2007"
"Putnam",280098100,66345300,37868300,506269840,"SFY 2006-2007"
"Redding",1248907990,69575190,4302320,1514658998,"SFY 2006-2007"
"Ridgefield",3437062407,215784490,139198735,4182835402,"SFY 2006-2007"
"Rocky Hill",945907420,256333173,78617860,1615870881,"SFY 2006-2007"
"Roxbury",456732750,2494100,0,495696430,"SFY 2006-2007"
"Salem",215288790,11759340,1041890,281129441,"SFY 2006-2007"
"Salisbury",803595780,51839160,1390260,1147087150,"SFY 2006-2007"
"Scotland",78066080,1153920,0,96178919,"SFY 2006-2007"
"Seymour",1008657510,74550120,40015570,1336782059,"SFY 2006-2007"
"Sharon",432245870,25831900,0,534151079,"SFY 2006-2007"
"Shelton",2225797510,454592950,138502260,3433859830,"SFY 2006-2007"
"Sherman",538739497,5163830,0,658076818,"SFY 2006-2007"
"Simsbury",1471621890,204382443,9603305,2002856513,"SFY 2006-2007"
"Somers",616664895,20969110,6322760,740830217,"SFY 2006-2007"
"Southbury",1490051610,231324230,8925960,2049065268,"SFY 2006-2007"
"Southington",2798695238,388066490,107691850,3910188146,"SFY 2006-2007"
"South Windsor",1395235911,181471500,179651740,2118513845,"SFY 2006-2007"
"Sprague",118325652,19676300,0,207123432,"SFY 2006-2007"
"Stafford",552467050,40898860,18321620,803320150,"SFY 2006-2007"
"Stamford",6344567060,2399642690,376683860,11327695191,"SFY 2006-2007"
"Sterling",115002150,3407740,7462720,180717206,"SFY 2006-2007"
"Stonington",1505670490,293830020,22351500,2125551466,"SFY 2006-2007"
"Stratford",3307865590,366409550,265640340,4623189123,"SFY 2006-2007"
"Suffield",853893110,39541670,35115770,1092220728,"SFY 2006-2007"
"Thomaston",240869677,27292935,24457390,411725650,"SFY 2006-2007"
"Thompson",468506600,14330500,7338500,652809658,"SFY 2006-2007"
"Tolland",974195800,48119100,19773400,1191789160,"SFY 2006-2007"
"Torrington",1255827900,207962740,70381400,1934113500,"SFY 2006-2007"
"Trumbull",3847308750,456782600,147006400,5012861072,"SFY 2006-2007"
"Union",51620020,2362160,176800,70652006,"SFY 2006-2007"
"Vernon",774146918,164363055,19984070,1324559703,"SFY 2006-2007"
"Voluntown",172051230,4575170,47180,218420442,"SFY 2006-2007"
"Wallingford",2715574040,540034683,219586882,4241712011,"SFY 2006-2007"
"Warren",160485190,3696270,0,205452580,"SFY 2006-2007"
"Washington",720071490,31422690,450630,952226230,"SFY 2006-2007"
"Waterbury",1910724692,681842507,135398048,3555720311,"SFY 2006-2007"
"Waterford",1156643740,297478850,35520050,2709168230,"SFY 2006-2007"
"Watertown",1195347100,80636110,104118640,1675877700,"SFY 2006-2007"
"Westbrook",572260540,84401070,26796854,822100148,"SFY 2006-2007"
"West Hartford",2583385580,461365210,63636610,3747580380,"SFY 2006-2007"
"West Haven",2203467645,216982942,158889640,3116346244,"SFY 2006-2007"
"Weston",2237562190,17556810,0,2458328958,"SFY 2006-2007"
"Westport",8356731869,1352270400,11316700,10333795667,"SFY 2006-2007"
"Wethersfield",1529447200,173405700,16229100,2007217800,"SFY 2006-2007"
"Willington",225439145,47411925,3749930,388862825,"SFY 2006-2007"
"Wilton",2958242370,439585230,0,3785773484,"SFY 2006-2007"
"Winchester",390080310,47218640,15778070,594025097,"SFY 2006-2007"
"Windham",513856625,123178940,34769630,923084555,"SFY 2006-2007"
"Windsor",1290050440,325264320,200407830,2363900756,"SFY 2006-2007"
"Windsor Locks",513342240,126765400,139946000,1188326337,"SFY 2006-2007"
"Wolcott",695394170,45328450,25478670,926299199,"SFY 2006-2007"
"Woodbridge",1002241910,57746500,11588950,1192053570,"SFY 2006-2007"
"Woodbury",831604230,47164690,14689640,1022444302,"SFY 2006-2007"
"Woodstock",614896730,26658100,9109300,763025508,"SFY 2006-2007"
"Andover",226633050,5071900,902600,270086346,"SFY 2007-2008"
"Ansonia",605902200,58767100,14721100,820159806,"SFY 2007-2008"
"Ashford",188847800,8309350,966030,245902707,"SFY 2007-2008"
"Avon",1714812170,222005250,27698530,2248357760,"SFY 2007-2008"
"Barkhamsted",218989970,13743740,2234070,301535006,"SFY 2007-2008"
"Beacon Falls",389482030,21813170,24581530,512805810,"SFY 2007-2008"
"Berlin",1053146890,188795000,100164700,1744325710,"SFY 2007-2008"
"Bethany",444994250,16549818,7971320,530006669,"SFY 2007-2008"
"Bethel",1158804770,162479220,61377430,1687646058,"SFY 2007-2008"
"Bethlehem",302154210,7707960,4483510,358417886,"SFY 2007-2008"
"Bloomfield",944930952,263299700,107607860,1760445227,"SFY 2007-2008"
"Bolton",319546540,15768060,5368230,396554030,"SFY 2007-2008"
"Bozrah",109319370,7770160,19148050,187671425,"SFY 2007-2008"
"Branford",2497052540,328776060,96198230,3324923888,"SFY 2007-2008"
"Bridgeport",3230521231,756675085,180877909,5475609659,"SFY 2007-2008"
"Bridgewater",355383422,2979600,799500,406962802,"SFY 2007-2008"
"Bristol",1877559960,284300690,176707720,3196275240,"SFY 2007-2008"
"Brookfield",1898312280,257801260,106291030,2556157646,"SFY 2007-2008"
"Brooklyn",370321260,28408540,3766620,499295291,"SFY 2007-2008"
"Burlington",630710680,11470130,2506420,766891062,"SFY 2007-2008"
"Canaan",88935900,4704400,2612900,122656710,"SFY 2007-2008"
"Canterbury",278387400,8055064,2303800,349064316,"SFY 2007-2008"
"Canton",682784540,102293390,5956890,920446598,"SFY 2007-2008"
"Chaplin",92513500,7363500,0,127675240,"SFY 2007-2008"
"Cheshire",1888463730,147554590,151038650,2545099885,"SFY 2007-2008"
"Chester",296185250,51227800,16269700,428960828,"SFY 2007-2008"
"Clinton",1288115835,149875273,31421500,1658380531,"SFY 2007-2008"
"Colchester",929628330,86831100,10723800,1229580391,"SFY 2007-2008"
"Colebrook",154450000,1266450,750500,185055570,"SFY 2007-2008"
"Columbia",432582530,13787300,7780100,518684064,"SFY 2007-2008"
"Cornwall",307354200,10272960,0,445005000,"SFY 2007-2008"
"Coventry",700571810,18325600,3089440,844584365,"SFY 2007-2008"
"Cromwell",709300840,141068521,23412580,1054153843,"SFY 2007-2008"
"Danbury",3789927800,1160245310,333599810,6359995070,"SFY 2007-2008"
"Darien",5668729420,402720360,0,6505542727,"SFY 2007-2008"
"Deep River",406747810,26163200,11309760,513034150,"SFY 2007-2008"
"Derby",631067840,122013170,15007200,907450592,"SFY 2007-2008"
"Durham",542289023,18716110,12648300,761298315,"SFY 2007-2008"
"Eastford",76005870,5068070,1588510,107352758,"SFY 2007-2008"
"East Granby",313621000,16064500,59435400,505944332,"SFY 2007-2008"
"East Haddam",487648100,32741350,4236360,706780498,"SFY 2007-2008"
"East Hampton",891891020,41585360,10712980,1100124819,"SFY 2007-2008"
"East Hartford",1850994240,367800150,260119550,3297160118,"SFY 2007-2008"
"East Haven",1727671510,217492470,47326130,2244650557,"SFY 2007-2008"
"East Lyme",1856220651,130220581,18388510,2257640828,"SFY 2007-2008"
"Easton",1524747580,35282620,282600,1662006507,"SFY 2007-2008"
"East Windsor",417959005,124642545,65931680,798395457,"SFY 2007-2008"
"Ellington",918648490,65536390,17995166,1200526669,"SFY 2007-2008"
"Enfield",2090279090,479411860,138066110,3206772914,"SFY 2007-2008"
"Essex",792383200,103793300,31893100,1024406481,"SFY 2007-2008"
"Fairfield",10005595350,983222090,49830480,11822101101,"SFY 2007-2008"
"Farmington",1695306473,500561335,79856860,2753500277,"SFY 2007-2008"
"Franklin",101848990,26162765,5506480,176565328,"SFY 2007-2008"
"Glastonbury",2280737860,361561400,25294300,3101464450,"SFY 2007-2008"
"Goshen",349045910,9052180,295240,397336635,"SFY 2007-2008"
"Granby",629252060,33096840,4199650,840947390,"SFY 2007-2008"
"Greenwich",26611543260,4190481680,93554230,33334543580,"SFY 2007-2008"
"Griswold",631966615,36488161,6119330,804347446,"SFY 2007-2008"
"Groton",2317115740,430796657,578134410,4318316024,"SFY 2007-2008"
"Guilford",2143284455,140955680,22584720,2570119528,"SFY 2007-2008"
"Haddam",658174320,22008940,6428890,866206938,"SFY 2007-2008"
"Hamden",3155965682,414699340,60481490,4305634285,"SFY 2007-2008"
"Hampton",98498100,1743621,0,121426787,"SFY 2007-2008"
"Hartford",645476596,1286113843,79547374,3365909249,"SFY 2007-2008"
"Hartland",147319750,638720,0,192018570,"SFY 2007-2008"
"Harwinton",380738040,9176270,2778170,481340238,"SFY 2007-2008"
"Hebron",727687850,24447670,874190,848774592,"SFY 2007-2008"
"Kent",365096400,34010310,0,473333497,"SFY 2007-2008"
"Killingly",473636185,68451098,160652760,1216477185,"SFY 2007-2008"
"Killingworth",702843110,20622500,1687800,799467771,"SFY 2007-2008"
"Lebanon",386385980,12460470,2721360,498796302,"SFY 2007-2008"
"Ledyard",921209096,50213636,9769200,1188100805,"SFY 2007-2008"
"Lisbon",256904120,63528940,2319750,401550750,"SFY 2007-2008"
"Litchfield",699367894,77567340,4945810,888642965,"SFY 2007-2008"
"Lyme",463698868,3658300,0,515920842,"SFY 2007-2008"
"Madison",2132481590,116784100,2465300,2465295944,"SFY 2007-2008"
"Manchester",2430202720,805688100,211947826,4329907306,"SFY 2007-2008"
"Mansfield",689970600,72651980,1288070,911678524,"SFY 2007-2008"
"Marlborough",528168810,29395030,2410660,617426120,"SFY 2007-2008"
"Meriden",2381691590,559698790,163422410,3830329267,"SFY 2007-2008"
"Middlebury",780217900,110140397,9067100,1046408587,"SFY 2007-2008"
"Middlefield",354895400,17951500,16460900,457722590,"SFY 2007-2008"
"Middletown",1410091132,326570098,88221770,2715628669,"SFY 2007-2008"
"Milford",5122523999,745062278,247864780,7199969660,"SFY 2007-2008"
"Monroe",1658799495,121000635,31760810,2108232091,"SFY 2007-2008"
"Montville",1043965914,111837270,30896180,1488925359,"SFY 2007-2008"
"Morris",308018690,8575810,1574000,367207458,"SFY 2007-2008"
"Naugatuck",1006926950,98760700,59231280,1482514930,"SFY 2007-2008"
"New Britain",1226992670,248551990,74380910,2157780140,"SFY 2007-2008"
"New Canaan",6226648200,332995500,4872600,6961120954,"SFY 2007-2008"
"New Fairfield",1666134110,33241500,2159900,1833226553,"SFY 2007-2008"
"New Hartford",448365600,22138060,8206800,575197015,"SFY 2007-2008"
"New Haven",3411397150,1878797550,279538630,6441767651,"SFY 2007-2008"
"Newington",1716024370,372301530,91646300,2633081635,"SFY 2007-2008"
"New London",708427820,362032389,107242310,1384399646,"SFY 2007-2008"
"New Milford",2198062290,251030160,109679920,3054525135,"SFY 2007-2008"
"Newtown",2505840460,152212600,58110700,3066068531,"SFY 2007-2008"
"Norfolk",144927800,7064360,0,208138771,"SFY 2007-2008"
"North Branford",996787546,76810563,35594440,1284157745,"SFY 2007-2008"
"North Canaan",115769160,30189620,21544790,269908390,"SFY 2007-2008"
"North Haven",1883033574,338554916,231994540,2963581200,"SFY 2007-2008"
"North Stonington",437972290,50095010,6589660,605573933,"SFY 2007-2008"
"Norwalk",7226926521,1806941870,216861680,10677249923,"SFY 2007-2008"
"Norwich",1086504700,276397000,59823000,1842912991,"SFY 2007-2008"
"Old Lyme",1298858205,67130115,591500,1495698097,"SFY 2007-2008"
"Old Saybrook",1547867200,193379200,16635700,1946018441,"SFY 2007-2008"
"Orange",1470243900,357327100,87900900,2145247123,"SFY 2007-2008"
"Oxford",1125711405,34834770,28704460,1341268668,"SFY 2007-2008"
"Plainfield",430826880,62597450,72648640,767282060,"SFY 2007-2008"
"Plainville",866770810,184288180,74155860,1403070260,"SFY 2007-2008"
"Plymouth",604363560,32588580,25413800,814926519,"SFY 2007-2008"
"Pomfret",268778130,11591466,9464100,345138894,"SFY 2007-2008"
"Portland",632505930,62848670,14724570,831145671,"SFY 2007-2008"
"Preston",223470700,12707800,1751400,299149913,"SFY 2007-2008"
"Prospect",646086605,35724870,12053252,792107730,"SFY 2007-2008"
"Putnam",288130200,70800600,37797500,523176990,"SFY 2007-2008"
"Redding",1264333750,77423922,8925000,1551370059,"SFY 2007-2008"
"Ridgefield",3473962706,232574445,136938975,4246827013,"SFY 2007-2008"
"Rocky Hill",965311480,257599070,78811060,1651408539,"SFY 2007-2008"
"Roxbury",472159330,2494100,0,511276990,"SFY 2007-2008"
"Salem",347927130,19311960,1324730,427504349,"SFY 2007-2008"
"Salisbury",816295180,52389010,1390260,1162901700,"SFY 2007-2008"
"Scotland",79382680,1153920,0,98310931,"SFY 2007-2008"
"Seymour",1034832050,74794270,39572330,1363289489,"SFY 2007-2008"
"Sharon",441908470,25056340,0,543111295,"SFY 2007-2008"
"Shelton",3555778420,589365530,180091060,4976002500,"SFY 2007-2008"
"Sherman",547265672,5322400,0,668351178,"SFY 2007-2008"
"Simsbury",1496698195,203836152,10072335,2028443580,"SFY 2007-2008"
"Somers",625568825,21337830,6340570,750958284,"SFY 2007-2008"
"Southbury",1512003660,233810380,8980280,2076244163,"SFY 2007-2008"
"Southington",2831177856,400728524,105528019,3950196328,"SFY 2007-2008"
"South Windsor",1408932623,190492940,183934870,2173156318,"SFY 2007-2008"
"Sprague",119235700,20052010,0,193152426,"SFY 2007-2008"
"Stafford",560381390,41138250,17691010,815241745,"SFY 2007-2008"
"Stamford",13721296030,3871706670,726011530,21131532642,"SFY 2007-2008"
"Sterling",122754720,3532450,7462720,191062575,"SFY 2007-2008"
"Stonington",1548663250,295941080,22104600,2155183059,"SFY 2007-2008"
"Stratford",3323193180,365185670,263495820,4632287507,"SFY 2007-2008"
"Suffield",874368040,41370910,35935400,1119879664,"SFY 2007-2008"
"Thomaston",444469400,34716280,36782940,628476785,"SFY 2007-2008"
"Thompson",474173370,14465400,7331600,660171168,"SFY 2007-2008"
"Tolland",988964030,49782400,21561600,1215225102,"SFY 2007-2008"
"Torrington",1273928200,211756870,70785000,1960015024,"SFY 2007-2008"
"Trumbull",3861937158,477738500,148365800,5079083904,"SFY 2007-2008"
"Union",53811910,2362160,224410,73164253,"SFY 2007-2008"
"Vernon",851061321,185141410,18277420,1422184916,"SFY 2007-2008"
"Voluntown",171932390,4570220,47180,221424950,"SFY 2007-2008"
"Wallingford",2749493143,555246350,222946740,4272236102,"SFY 2007-2008"
"Warren",173777730,3696280,0,211288930,"SFY 2007-2008"
"Washington",735537500,31829690,450630,968212580,"SFY 2007-2008"
"Waterbury",1926572705,723915718,134496148,3658317851,"SFY 2007-2008"
"Waterford",1167063100,687573510,107846120,2756982652,"SFY 2007-2008"
"Watertown",1217554500,81575800,103582800,1711464258,"SFY 2007-2008"
"Westbrook",1014511133,119173610,32347250,1322736017,"SFY 2007-2008"
"West Hartford",4560264800,688204600,67699500,6030218350,"SFY 2007-2008"
"West Haven",2210970895,219046068,158866330,3119702765,"SFY 2007-2008"
"Weston",2292611150,17556110,0,2514390266,"SFY 2007-2008"
"Westport",8410220950,1359991480,11316600,10415436116,"SFY 2007-2008"
"Wethersfield",1533738900,179103690,15945000,2007708450,"SFY 2007-2008"
"Willington",229645000,48735090,3749930,394437918,"SFY 2007-2008"
"Wilton",3000505430,435575180,0,3827740450,"SFY 2007-2008"
"Winchester",395335935,48007470,15686790,600009136,"SFY 2007-2008"
"Windham",522447195,124746085,36662320,939935420,"SFY 2007-2008"
"Windsor",1312361050,336602290,214529070,2462015312,"SFY 2007-2008"
"Windsor Locks",526099240,131757800,147095300,1168425658,"SFY 2007-2008"
"Wolcott",1101143160,46304810,30267910,1357881947,"SFY 2007-2008"
"Woodbridge",1011998890,57769180,11585520,1202723650,"SFY 2007-2008"
"Woodbury",851664390,53286600,10300440,1046442915,"SFY 2007-2008"
"Woodstock",631172130,26619580,8974900,782580320,"SFY 2007-2008"
"Andover",228159450,5096000,902600,273975634,"SFY 2008-2009"
"Ansonia",897498100,108301700,18857000,1178582482,"SFY 2008-2009"
"Ashford",263686950,25043800,0,341731161,"SFY 2008-2009"
